0.00000000000000E+00 -3.51549032703351E+03 8.39071631024339E+03 4.12762735255368E+03 -4.35767632217815E+00 -3.35657913876455E+00 3.11189292786990E+00
1.00000000000000E+01 -3.55899651916080E+03 8.35698299767266E+03 4.15866344654904E+03 -4.34353313127273E+00 -3.39006084796108E+00 3.09530518533898E+00
2.00000000000000E+01 -3.60236041117212E+03 8.32291554606272E+03 4.18953304365886E+03 -4.32921639454548E+00 -3.42340672377811E+00 3.07859366249281E+00
3.00000000000000E+01 -3.64558027048766E+03 8.28851532042294E+03 4.22023490944011E+03 -4.31472668883469E+00 -3.45661543202865E+00 3.06175903217666E+00
4.00000000000000E+01 -3.68865437033067E+03 8.25378369907662E+03 4.25076781620286E+03 -4.30006459791323E+00 -3.48968564412400E+00 3.04480197216341E+00
5.00000000000000E+01 -3.73158098979671E+03 8.21872207360469E+03 4.28113054305940E+03 -4.28523071246375E+00 -3.52261603712699E+00 3.02772316512518E+00
6.00000000000000E+01 -3.77435841392263E+03 8.18333184878909E+03 4.31132187597319E+03 -4.27022563005359E+00 -3.55540529380491E+00 3.01052329860475E+00
7.00000000000000E+01 -3.81698493375524E+03 8.14761444255525E+03 4.34134060780730E+03 -4.25504995510941E+00 -3.58805210268231E+00 2.99320306498682E+00
8.00000000000000E+01 -3.85945884641980E+03 8.11157128591429E+03 4.37118553837271E+03 -4.23970429889157E+00 -3.62055515809335E+00 2.97576316146910E+00
9.00000000000000E+01 -3.90177845518823E+03 8.07520382290479E+03 4.40085547447635E+03 -4.22418927946821E+00 -3.65291316023405E+00 2.95820429003313E+00
1.00000000000000E+02 -3.94394206954710E+03 8.03851351053388E+03 4.43034922996877E+03 -4.20850552168905E+00 -3.68512481521419E+00 2.94052715741500E+00
1.10000000000000E+02 -3.98594800526531E+03 8.00150181871787E+03 4.45966562579158E+03 -4.19265365715896E+00 -3.71718883510896E+00 2.92273247507586E+00
1.20000000000000E+02 -4.02779458446145E+03 7.96417023022227E+03 4.48880349002451E+03 -4.17663432421124E+00 -3.74910393801033E+00 2.90482095917222E+00
1.30000000000000E+02 -4.06948013567097E+03 7.92652024060136E+03 4.51776165793217E+03 -4.16044816788063E+00 -3.78086884807816E+00 2.88679333052610E+00
1.40000000000000E+02 -4.11100299391303E+03 7.88855335813716E+03 4.54653897201057E+03 -4.14409583987609E+00 -3.81248229559104E+00 2.86865031459499E+00
1.50000000000000E+02 -4.15236150075709E+03 7.85027110377804E+03 4.57513428203326E+03 -4.12757799855324E+00 -3.84394301699684E+00 2.85039264144167E+00
1.60000000000000E+02 -4.19355400438923E+03 7.81167501107676E+03 4.60354644509734E+03 -4.11089530888663E+00 -3.87524975496299E+00 2.83202104570373E+00
1.70000000000000E+02 -4.23457885967829E+03 7.77276662612809E+03 4.63177432566897E+03 -4.09404844244167E+00 -3.90640125842645E+00 2.81353626656309E+00
1.80000000000000E+02 -4.27543442824163E+03 7.73354750750601E+03 4.65981679562884E+03 -4.07703807734634E+00 -3.93739628264348E+00 2.79493904771519E+00
1.90000000000000E+02 -4.31611907851078E+03 7.69401922620051E+03 4.68767273431722E+03 -4.05986489826262E+00 -3.96823358923902E+00 2.77623013733808E+00
2.00000000000000E+02 -4.35663118579650E+03 7.65418336555339E+03 4.71534102857850E+03 -4.04252959635768E+00 -3.99891194625587E+00 2.75741028806135E+00
2.10000000000000E+02 -4.39696913235324E+03 7.61404152119293E+03 4.74282057280507E+03 -4.02503286927491E+00 -4.02943012820351E+00 2.73848025693490E+00
2.20000000000000E+02 -4.43713130744432E+03 7.57359530097018E+03 4.77011026898200E+03 -4.00737542110452E+00 -4.05978691610672E+00 2.71944080539750E+00
2.30000000000000E+02 -4.47711610740603E+03 7.53284632489306E+03 4.79720902673049E+03 -3.98955796235398E+00 -4.08998109755384E+00 2.70029269924518E+00
2.40000000000000E+02 -4.51692193571169E+03 7.49179622506061E+03 4.82411576335139E+03 -3.97158120991823E+00 -4.12001146674475E+00 2.68103670859951E+00
2.50000000000000E+02 -4.55654720303543E+03 7.45044664559665E+03 4.85082940386826E+03 -3.95344588704957E+00 -4.14987682453857E+00 2.66167360787565E+00
2.60000000000000E+02 -4.59599032731559E+03 7.40879924258301E+03 4.87734888107020E+03 -3.93515272332742E+00 -4.17957597850106E+00 2.64220417575030E+00
2.70000000000000E+02 -4.63524973381785E+03 7.36685568399214E+03 4.90367313555430E+03 -3.91670245462769E+00 -4.20910774295172E+00 2.62262919512944E+00
2.80000000000000E+02 -4.67432385519800E+03 7.32461764961935E+03 4.92980111576768E+03 -3.89809582309203E+00 -4.23847093901061E+00 2.60294945311596E+00
2.90000000000000E+02 -4.71321113156438E+03 7.28208683101449E+03 4.95573177804933E+03 -3.87933357709680E+00 -4.26766439464482E+00 2.58316574097710E+00
3.00000000000000E+02 -4.75191001054013E+03 7.23926493141322E+03 4.98146408667153E+03 -3.86041647122177E+00 -4.29668694471472E+00 2.56327885411175E+00
3.10000000000000E+02 -4.79041894732500E+03 7.19615366566785E+03 5.00699701388101E+03 -3.84134526621862E+00 -4.32553743101983E+00 2.54328959201761E+00
3.20000000000000E+02 -4.82873640475691E+03 7.15275476017774E+03 5.03232953993978E+03 -3.82212072897915E+00 -4.35421470234440E+00 2.52319875825814E+00
3.30000000000000E+02 -4.86686085337330E+03 7.10906995281928E+03 5.05746065316569E+03 -3.80274363250337E+00 -4.38271761450274E+00 2.50300716042943E+00
3.40000000000000E+02 -4.90479077147211E+03 7.06510099287556E+03 5.08238934997268E+03 -3.78321475586716E+00 -4.41104503038417E+00 2.48271561012686E+00
3.50000000000000E+02 -4.94252464517252E+03 7.02084964096558E+03 5.10711463491073E+03 -3.76353488418987E+00 -4.43919581999768E+00 2.46232492291165E+00
3.60000000000000E+02 -4.98006096847511E+03 6.97631766897271E+03 5.13163552070529E+03 -3.74370480860165E+00 -4.46716886051633E+00 2.44183591827725E+00
3.70000000000000E+02 -5.01739824332107E+03 6.93150685997158E+03 5.15595102829560E+03 -3.72372532621057E+00 -4.49496303632128E+00 2.42124941961566E+00
3.80000000000000E+02 -5.05453497965276E+03 6.88641900815728E+03 5.18006018687454E+03 -3.70359724006944E+00 -4.52257723904551E+00 2.40056625418350E+00
