t,rho,rhodot,elev_deg,station_id,sc_lat_deg,sc_lon_deg,sc_alt_m
2.20400000000000000e+04,3.75285469799514840e+03,-1.90834527399790732e-01,7.06210944512198751e+01,2,3.45288114046682679e+01,3.50636606044735004e+02,3.61810311438540703e+03
2.20500000000000000e+04,3.75123356831401543e+03,-1.33825695057829708e-01,7.07394817002856371e+01,2,3.43950256761166884e+01,3.51002882286944953e+02,3.61815284302678447e+03
2.20600000000000000e+04,3.75017947208969736e+03,-7.67490689093795198e-02,7.08179660519243157e+01,2,3.42598903376346655e+01,3.51367845810959182e+02,3.61820263520312255e+03
2.20700000000000000e+04,3.74969801203148882e+03,-1.96380124727578605e-02,7.08559824950711175e+01,2,3.41234165689573459e+01,3.51731494462889145e+02,3.61825248834723789e+03
2.20800000000000000e+04,3.74978661905994477e+03,3.74817876156850194e-02,7.08532559895045182e+01,2,3.39856155570976597e+01,3.52093826419771744e+02,3.61830239988496578e+03
2.20900000000000000e+04,3.75044587643636623e+03,9.45801679243839510e-02,7.08098102513319247e+01,2,3.38464984937139377e+01,3.52454840184514921e+02,3.61835236723533308e+03
2.21000000000000000e+04,3.75167832339337610e+03,1.51633139282743190e-01,7.07259670194688397e+01,2,3.37060765725385920e+01,3.52814534580775444e+02,3.61840238781077460e+03
2.21100000000000000e+04,3.75348021209452236e+03,2.08610584013706163e-01,7.06023358572758752e+01,2,3.35643609868678823e+01,3.53172908747775011e+02,3.61845245901732596e+03
2.21200000000000000e+04,3.75584996818068203e+03,2.65482299688621137e-01,7.04397952439020401e+01,2,3.34213629271131083e+01,3.53529962135062192e+02,3.61850257825481822e+03
2.21300000000000000e+04,3.75878632230244193e+03,3.22224139870128601e-01,7.02394663110702453e+01,2,3.32770935784132007e+01,3.53885694497225472e+02,3.61855274291709247e+03
2.21400000000000000e+04,3.76229233247809861e+03,3.78810285217341447e-01,7.00026810110997104e+01,2,3.31315641183089795e+01,3.54240105888565154e+02,3.61860295039217999e+03
2.21500000000000000e+04,3.76636543328088737e+03,4.35208913872157654e-01,6.97309467218851466e+01,2,3.29847857144787753e+01,3.54593196657729493e+02,3.61865319806252410e+03
2.21600000000000000e+04,3.77099703619903903e+03,4.91394205828336705e-01,6.94259093023133715e+01,2,3.28367695225356613e+01,3.54944967442320888e+02,3.61870348330517118e+03
2.21700000000000000e+04,3.77619159998976284e+03,5.47342507062813843e-01,6.90893164373177626e+01,2,3.26875266838858494e+01,3.55295419163479153e+02,3.61875380349198167e+03
2.21800000000000000e+04,3.78194411398984721e+03,6.03030028744054314e-01,6.87229828066881083e+01,2,3.25370683236483771e+01,3.55644553020445642e+02,3.61880415598982654e+03
2.21900000000000000e+04,3.78825205106392968e+03,6.58429382142208697e-01,6.83287582350730247e+01,2,3.23854055486354468e+01,3.55992370485115771e+02,3.61885453816080917e+03
2.22000000000000000e+04,3.79511012433989708e+03,7.13516049152773002e-01,6.79084995877517628e+01,2,3.22325494453935377e+01,3.56338873296583472e+02,3.61890494736244727e+03
2.22100000000000000e+04,3.80251996229235965e+03,7.68268548555932296e-01,6.74640468114881315e+01,2,3.20785110783045724e+01,3.56684063455683884e+02,3.61895538094789663e+03
2.22200000000000000e+04,3.81047738535853159e+03,8.22663799993439748e-01,6.69972032107543640e+01,2,3.19233014877469969e+01,3.57027943219538543e+02,3.61900583626616390e+03
2.22300000000000000e+04,3.81897311848068875e+03,8.76676069051544715e-01,6.65097198106584671e+01,2,3.17669316883161805e+01,3.57370515096107908e+02,3.61905631066229398e+03
2.22400000000000000e+04,3.82800593299619868e+03,9.30287970120333485e-01,6.60032834907597135e+01,2,3.16094126671036832e+01,3.57711781838756110e+02,3.61910680147759922e+03
2.22500000000000000e+04,3.83757841970380969e+03,9.83475408854106115e-01,6.54795084720206120e+01,2,3.14507553820349379e+01,3.58051746440831948e+02,3.61915730604984674e+03
2.22600000000000000e+04,3.84767430330204161e+03,1.03622135891641509e+00,6.49399306911803365e+01,2,3.12909707602646279e+01,3.58390412130270249e+02,3.61920782171349674e+03
2.22700000000000000e+04,3.85830100731792481e+03,1.08850604617005176e+00,6.43860045899968298e+01,2,3.11300696966292740e+01,3.58727782364217830e+02,3.61925834579989350e+03
2.22800000000000000e+04,3.86944315809895488e+03,1.14031339568165779e+00,6.38191018686973166e+01,2,3.09680630521564737e+01,3.59063860823687946e+02,3.61930887563748183e+03
2.22900000000000000e+04,3.88110353548656258e+03,1.19162500050729814e+00,6.32405117928941252e+01,2,3.08049616526297925e+01,3.59398651408246451e+02,3.61935940855201443e+03
2.23000000000000000e+04,3.89327500704677004e+03,1.24242027236566299e+00,6.26514426926495958e+01,2,3.06407762872090359e+01,3.59732158230733717e+02,3.61940994186677199e+03
2.23100000000000000e+04,3.90595059072291224e+03,1.29269069991269303e+00,6.20530243450102148e+01,2,3.04755177071049062e+01,6.43856120245873687e-02,3.61946047290276510e+03
2.23200000000000000e+04,3.91912725203874606e+03,1.34242061649081035e+00,6.14463109828794742e+01,2,3.03091966243072939e+01,3.95338075831246805e-01,3.61951099897897075e+03
2.23300000000000000e+04,3.93279792136315882e+03,1.39159259935425306e+00,6.08322847208688060e+01,2,3.01418237103667117e+01,7.25020343549780399e-01,3.61956151741250324e+03
2.23400000000000000e+04,3.94695614484048974e+03,1.44019763819298308e+00,6.02118592313052332e+01,2,2.99734095952275865e+01,1.05343732915499766e+00,3.61961202551887800e+03
2.23500000000000000e+04,3.96159996641545104e+03,1.48822467819634863e+00,5.95858835403116274e+01,2,2.98039648661131480e+01,1.38059413414520371e+00,3.61966252061218256e+03
2.23600000000000000e+04,3.97671973829735362e+03,1.53566059960068979e+00,5.89551458448155756e+01,2,2.96335000664606696e+01,1.70649604253958942e+00,3.61971300000532574e+03
2.23700000000000000e+04,3.99231199202291464e+03,1.58249659298700363e+00,5.83203772768598157e+01,2,2.94620256949064263e+01,2.03114851593059242e+00,3.61976346101021954e+03
2.23800000000000000e+04,4.00836716753850305e+03,1.62872489318261571e+00,5.76822555622397530e+01,2,2.92895522043194880e+01,2.35455718859355034e+00,3.61981390093802474e+03
2.23900000000000000e+04,4.02488209138050070e+03,1.67433309946419984e+00,5.70414085369258359e+01,2,2.91160900008833288e+01,2.67672786265518692e+00,3.61986431709935096e+03
2.24000000000000000e+04,4.04185335763833291e+03,1.71931973558747853e+00,5.63984174975839849e+01,2,2.89416494432246729e+01,2.99766650332337337e+00,3.61991470680446400e+03
2.24100000000000000e+04,4.05926840251474277e+03,1.76367863047823303e+00,5.57538203723996233e+01,2,2.87662408415883810e+01,3.31737923417920788e+00,3.61996506736352239e+03
2.24200000000000000e+04,4.07712019859036127e+03,1.80739931257909814e+00,5.51081147058805101e+01,2,2.85898744570576540e+01,3.63587233253395015e+00,3.62001539608678104e+03
2.24300000000000000e+04,4.09541220610512755e+03,1.85047820423971143e+00,5.44617604568420646e+01,2,2.84125605008186390e+01,3.95315222485122142e+00,3.62006569028480044e+03
2.24400000000000000e+04,4.11412945663737355e+03,1.89291765232034837e+00,5.38151826127664634e+01,2,2.82343091334684502e+01,4.26922548223653564e+00,3.62011594726868134e+03
2.24500000000000000e+04,4.13327089249035998e+03,1.93470391752725313e+00,5.31687736265076580e+01,2,2.80551304643658206e+01,4.58409881599497737e+00,3.62016616435026117e+03
2.24600000000000000e+04,4.15282210505330022e+03,1.97584748306988223e+00,5.25228956831681373e+01,2,2.78750345510233473e+01,4.89777907325844719e+00,3.62021633884235598e+03
2.24700000000000000e+04,4.17278484280945668e+03,2.01633546339905578e+00,5.18778828061159061e+01,2,2.76940313985405560e+01,5.21027323268307985e+00,3.62026646805894234e+03
2.24800000000000000e+04,4.19314661332745072e+03,2.05617028876662733e+00,5.12340428117236470e+01,2,2.75121309590766892e+01,5.52158840021792408e+00,3.62031654931540288e+03
2.24900000000000000e+04,4.21390528011729020e+03,2.09535612357779710e+00,5.05916591226332741e+01,2,2.73293431313624779e+01,5.83173180494553378e+00,3.62036657992873188e+03
2.25000000000000000e+04,4.23505062811470270e+03,2.13388805200538423e+00,4.99509924492881439e+01,2,2.71456777602500487e+01,6.14071079499514560e+00,3.62041655721774805e+03
2.25100000000000000e+04,4.25658063807916369e+03,2.17176700682021684e+00,4.93122823492156357e+01,2,2.69611446362996503e+01,6.44853283352912943e+00,3.62046647850331647e+03
2.25200000000000000e+04,4.27848428061556297e+03,2.20899438207576493e+00,4.86757486731532651e+01,2,2.67757534954028849e+01,6.75520549480282995e+00,3.62051634110857049e+03
2.25300000000000000e+04,4.30075869319889171e+03,2.24557476836265746e+00,4.80415929066323386e+01,2,2.65895140184411893e+01,7.06073646029845126e+00,3.62056614235910820e+03
2.25400000000000000e+04,4.32339561216336006e+03,2.28151192295437655e+00,4.74099994151111019e+01,2,2.64024358309786038e+01,7.36513351493308832e+00,3.62061587958323253e+03
2.25500000000000000e+04,4.34638541200484178e+03,2.31680107948641067e+00,4.67811366002025011e+01,2,2.62145285029883084e+01,7.66840454334131216e+00,3.62066555011214587e+03
2.25600000000000000e+04,4.36972837983035788e+03,2.35145521915277644e+00,4.61551579739953439e+01,2,2.60258015486117493e+01,7.97055752623207781e+00,3.62071515128017927e+03
2.25700000000000000e+04,4.39341469699111713e+03,2.38547225848293820e+00,4.55322031579311783e+01,2,2.58362644259494729e+01,8.27160053682022500e+00,3.62076468042501256e+03
2.25800000000000000e+04,4.41743430881324184e+03,2.41885757690375014e+00,4.49123988121849465e+01,2,2.56459265368832163e+01,8.57154173733243496e+00,3.62081413488786166e+03
2.25900000000000000e+04,4.44178911010835054e+03,2.45161547433161564e+00,4.42958595010084863e+01,2,2.54547972269277665e+01,8.87038937558767593e+00,3.62086351201373509e+03
2.26000000000000000e+04,4.46646691055344309e+03,2.48375253888937442e+00,4.36826884990396920e+01,2,2.52628857851123954e+01,9.16815178165166067e+00,3.62091280915160860e+03
2.26100000000000000e+04,4.49146017086478059e+03,2.51526972311889363e+00,4.30729785431520824e+01,2,2.50702014438905501e+01,9.46483736456540825e+00,3.62096202365466888e+03
2.26200000000000000e+04,4.51676860256947293e+03,2.54617771755730704e+00,4.24668125340275751e+01,2,2.48767533790773463e+01,9.76045460914728658e+00,3.62101115288050823e+03
2.26300000000000000e+04,4.54238295515551999e+03,2.57647784237323618e+00,4.18642641912720990e+01,2,2.46825507098137358e+01,1.00550120728684256e+01,3.62106019419135373e+03
2.26400000000000000e+04,4.56829590423548143e+03,2.60618162424178479e+00,4.12653986655620670e+01,2,2.44876024985568641e+01,1.03485183828010143e+01,3.62110914495426186e+03
2.26500000000000000e+04,4.59450397940093353e+03,2.63528892807828141e+00,4.06702731110087257e+01,2,2.42919177510956317e+01,1.06409822326389989e+01,3.62115800254135320e+03
2.26600000000000000e+04,4.62099928285220994e+03,2.66381027831315720e+00,4.00789372206494150e+01,2,2.40955054165907647e+01,1.09324123797906392e+01,3.62120676433000153e+03
2.26700000000000000e+04,4.64778007108286602e+03,2.69175157928683051e+00,3.94914337277276601e+01,2,2.38983743876386114e+01,1.12228176425422532e+01,3.62125542770307584e+03
2.26800000000000000e+04,4.67483434092978678e+03,2.71911840114139558e+00,3.89077988751938761e+01,2,2.37005335003579738e+01,1.15122068972931579e+01,3.62130399004911669e+03
2.26900000000000000e+04,4.70216046171015387e+03,2.74591648085223294e+00,3.83280628556565688e+01,2,2.35019915344992256e+01,1.18005890758601950e+01,3.62135244876257093e+03
2.27000000000000000e+04,4.72975050308881691e+03,2.77215782851327974e+00,3.77522502238246815e+01,2,2.33027572135749708e+01,1.20879731628520943e+01,3.62140080124399537e+03
2.27100000000000000e+04,4.75760101822193155e+03,2.79784651990235167e+00,3.71803802833153156e+01,2,2.31028392050115094e+01,1.23743681931122858e+01,3.62144904490026420e+03
2.27200000000000000e+04,4.78570419875301832e+03,2.82299102992366713e+00,3.66124674495483688e+01,2,2.29022461203205800e+01,1.26597832492299620e+01,3.62149717714478174e+03
2.27300000000000000e+04,4.81405875998429292e+03,2.84759646651617038e+00,3.60485215903113101e+01,2,2.27009865152905199e+01,1.29442274591182223e+01,3.62154519539768989e+03
2.27400000000000000e+04,4.84265743497651511e+03,2.87167122004227737e+00,3.54885483454533315e+01,2,2.24990688901962805e+01,1.32277099936587419e+01,3.62159309708607361e+03
2.27500000000000000e+04,4.87149030854872035e+03,2.89522452758932269e+00,3.49325494270543970e+01,2,2.22965016900276218e+01,1.35102400644120699e+01,3.62164087964417558e+03
2.27600000000000000e+04,4.90055943370869591e+03,2.91826158736494801e+00,3.43805229013128795e+01,2,2.20932933047348996e+01,1.37918269213926568e+01,3.62168854051358903e+03
2.27700000000000000e+04,4.92985312178905224e+03,2.94078964586166558e+00,3.38324634533019335e+01,2,2.18894520694917354e+01,1.40724798509080244e+01,3.62173607714347781e+03
2.27800000000000000e+04,4.95937211631571154e+03,2.96281730913019992e+00,3.32883626356605973e+01,2,2.16849862649740253e+01,1.43522081734608395e+01,3.62178348699076741e+03
2.27900000000000000e+04,4.98910868891374867e+03,2.98435370403960309e+00,3.27482091022090032e+01,2,2.14799041176547192e+01,1.46310212417132348e+01,3.62183076752036686e+03
2.28000000000000000e+04,5.01905757792777513e+03,3.00540539144499963e+00,3.22119888274063300e+01,2,2.12742138001136887e+01,1.49089284385123761e+01,3.62187791620535791e+03
2.28100000000000000e+04,5.04921594814447235e+03,3.02597937354726287e+00,3.16796853125069262e+01,2,2.10679234313623205e+01,1.51859391749765891e+01,3.62192493052720238e+03
2.28200000000000000e+04,5.07957740299822672e+03,3.04608089036263419e+00,3.11512797792113751e+01,2,2.08610410771819588e+01,1.54620628886406237e+01,3.62197180797594228e+03
2.28300000000000000e+04,5.11013623558705149e+03,3.06572269099084060e+00,3.06267513515557432e+01,2,2.06535747504760536e+01,1.57373090416597421e+01,3.62201854605040353e+03
2.28400000000000000e+04,5.14088961900875620e+03,3.08490820840206803e+00,3.01060772267336851e+01,2,2.04455324116351704e+01,1.60116871190710235e+01,3.62206514225839237e+03
2.28500000000000000e+04,5.17183148069819799e+03,3.10364402777207715e+00,2.95892328354998853e+01,2,2.02369219689144551e+01,1.62852066271117373e+01,3.62211159411690278e+03
2.28600000000000000e+04,5.20296093055109850e+03,3.12194036580196599e+00,2.90761919927635866e+01,2,2.00277512788232350e+01,1.65578770915929532e+01,3.62215789915229834e+03
2.28700000000000000e+04,5.23426995524141512e+03,3.13980417823331281e+00,2.85669270389413654e+01,2,1.98180281465259007e+01,1.68297080563280268e+01,3.62220405490053054e+03
2.28800000000000000e+04,5.26575339405414616e+03,3.15724289736789832e+00,2.80614089726031466e+01,2,1.96077603262539597e+01,1.71007090816148981e+01,3.62225005890731336e+03
2.28900000000000000e+04,5.29741385063864982e+03,3.17425786912908547e+00,2.75596075749138265e+01,2,1.93969555217285929e+01,1.73708897427709559e+01,3.62229590872834342e+03
2.29000000000000000e+04,5.32923951303148715e+03,3.19086741551068220e+00,2.70614915263409550e+01,2,1.91856213865933753e+01,1.76402596287199813e+01,3.62234160192946001e+03
2.29100000000000000e+04,5.36123164539232312e+03,3.20706919636001242e+00,2.65670285160727531e+01,2,1.89737655248565922e+01,1.79088283406296433e+01,3.62238713608687976e+03
2.29200000000000000e+04,5.39337981469329225e+03,3.22287284764296045e+00,2.60761853445621981e+01,2,1.87613954913429986e+01,1.81766054905991759e+01,3.62243250878734761e+03
2.29300000000000000e+04,5.42568374239631157e+03,3.23828658149293691e+00,2.55889280195912789e+01,2,1.85485187921541943e+01,1.84436007003956099e+01,3.62247771762836237e+03
2.29400000000000000e+04,5.45814224832264517e+03,3.25331670957806507e+00,2.51052218462241754e+01,2,1.83351428851377136e+01,1.87098236002384262e+01,3.62252276021834041e+03
2.29500000000000000e+04,5.49074860540108057e+03,3.26796689115552930e+00,2.46250315109990545e+01,2,1.81212751803640266e+01,1.89752838276308040e+01,3.62256763417682305e+03
2.29600000000000000e+04,5.52350216485817600e+03,3.28224808690416436e+00,2.41483211606864501e+01,2,1.79069230406113320e+01,1.92399910262372522e+01,3.62261233713465299e+03
2.29700000000000000e+04,5.55639487546288274e+03,3.29616449463046379e+00,2.36750544759254780e+01,2,1.76920937818576576e+01,1.95039548448059818e+01,3.62265686673415985e+03
2.29800000000000000e+04,5.58942317841799013e+03,3.30971913632224224e+00,2.32051947400296150e+01,2,1.74767946737800202e+01,1.97671849361360650e+01,3.62270122062935297e+03
2.29900000000000000e+04,5.62258682800299357e+03,3.32292581001672982e+00,2.27387049032393271e+01,2,1.72610329402601685e+01,2.00296909560871867e+01,3.62274539648610335e+03
2.30000000000000000e+04,5.65587995262852201e+03,3.33578618469050525e+00,2.22755476426821204e+01,2,1.70448157598967356e+01,2.02914825626322042e+01,3.62278939198232183e+03
2.30100000000000000e+04,5.68929877089735419e+03,3.34830744169974537e+00,2.18156854182866660e+01,2,1.68281502665233980e+01,2.05525694149509732e+01,3.62283320480814837e+03
2.30200000000000000e+04,5.72284684186164941e+03,3.36049414507185196e+00,2.13590805248837832e+01,2,1.66110435497326918e+01,2.08129611725645525e+01,3.62287683266611566e+03
2.30300000000000000e+04,5.75651012562900905e+03,3.37235365727506364e+00,2.09056951407145064e+01,2,1.63935026554053636e+01,2.10726674945093926e+01,3.62292027327134747e+03
2.30400000000000000e+04,5.79029289849146062e+03,3.38389041597322393e+00,2.04554913725530518e+01,2,1.61755345862447477e+01,2.13316980385498702e+01,3.62296352435172412e+03
2.30500000000000000e+04,5.82418694806554413e+03,3.39511059245444224e+00,2.00084312976412093e+01,2,1.59571463023160511e+01,2.15900624604289000e+01,3.62300658364806623e+03
2.30600000000000000e+04,5.85819330058265678e+03,3.40602230621452096e+00,1.95644770026197961e+01,2,1.57383447215902663e+01,2.18477704131554944e+01,3.62304944891429477e+03
2.30700000000000000e+04,5.89230632876968048e+03,3.41662964646009693e+00,1.91235906196328180e+01,2,1.55191367204923374e+01,2.21048315463284553e+01,3.62309211791762755e+03
2.30800000000000000e+04,5.92652255385117314e+03,3.42693206755464308e+00,1.86857343597701586e+01,2,1.52995291344535609e+01,2.23612555054953788e+01,3.62313458843873195e+03
2.30900000000000000e+04,5.96084319127264189e+03,3.43694448523316343e+00,1.82508705440055472e+01,2,1.50795287584676831e+01,2.26170519315460083e+01,3.62317685827189234e+03
2.31000000000000000e+04,5.99526141312142954e+03,3.44666691241477174e+00,1.78189616317781976e+01,2,1.48591423476507352e+01,2.28722304601392885e+01,3.62321892522520102e+03
2.31100000000000000e+04,6.02977676566467198e+03,3.45610613643052478e+00,1.73899702473577200e+01,2,1.46383766178042478e+01,2.31268007211633488e+01,3.62326078712070739e+03
2.31200000000000000e+04,6.06438463528854300e+03,3.46526521082482253e+00,1.69638592041252352e+01,2,1.44172382459816557e+01,2.33807723382272670e+01,3.62330244179459260e+03
2.31300000000000000e+04,6.09908032179035945e+03,3.47415152159853724e+00,1.65405915268952448e+01,2,1.41957338710576941e+01,2.36341549281841772e+01,3.62334388709732411e+03
2.31400000000000000e+04,6.13386690582593656e+03,3.48276737801202918e+00,1.61201304723967418e+01,2,1.39738700943006844e+01,2.38869581006848541e+01,3.62338512089381948e+03
2.31500000000000000e+04,6.16873529597521610e+03,3.49111925773893406e+00,1.57024395480251755e+01,2,1.37516534799472012e+01,2.41391914577608517e+01,3.62342614106363544e+03
2.31600000000000000e+04,6.20368801541921857e+03,3.49921005818497788e+00,1.52874825289703420e+01,2,1.35290905557795025e+01,2.43908645934366746e+01,3.62346694550107895e+03
2.31700000000000000e+04,6.23871871175799879e+03,3.50704510890231225e+00,1.48752234738205260e+01,2,1.33061878137049767e+01,2.46419870933700942e+01,3.62350753211540905e+03
2.31800000000000000e+04,6.27382640156288653e+03,3.51463227091377428e+00,1.44656267387362352e+01,2,1.30829517103377544e+01,2.48925685345198602e+01,3.62354789883096419e+03
2.31900000000000000e+04,6.30901258081796823e+03,3.52197089428146937e+00,1.40586569902830796e+01,2,1.28593886675822748e+01,2.51426184848400887e+01,3.62358804358734596e+03
2.32000000000000000e+04,6.34426669458301967e+03,3.52906683670437848e+00,1.36542792170067369e+01,2,1.26355050732187202e+01,2.53921465030008342e+01,3.62362796433953372e+03
2.32100000000000000e+04,6.37959141524237293e+03,3.53592471638624062e+00,1.32524587398304146e+01,2,1.24113072814899592e+01,2.56411621381338009e+01,3.62366765905807370e+03
2.32200000000000000e+04,6.41498332573475545e+03,3.54254878773262449e+00,1.28531612213482482e+01,2,1.21868016136900703e+01,2.58896749296028545e+01,3.62370712572920638e+03
2.32300000000000000e+04,6.45043937142679624e+03,3.54894620038074882e+00,1.24563526740863182e+01,2,1.19619943587543176e+01,2.61376944067981611e+01,3.62374636235501930e+03
2.32400000000000000e+04,6.48596261061299538e+03,3.55511541351625837e+00,1.20619994677968059e+01,2,1.17368917738502674e+01,2.63852300889540956e+01,3.62378536695360344e+03
2.32500000000000000e+04,6.52154253074591543e+03,3.56106047779167145e+00,1.16700683358488089e+01,2,1.15115000849701072e+01,2.66322914849894161e+01,3.62382413755918060e+03
2.32600000000000000e+04,6.55718306495887373e+03,3.56679051563385974e+00,1.12805263807747593e+01,2,1.12858254875240167e+01,2.68788880933695609e+01,3.62386267222226525e+03
2.32700000000000000e+04,6.59287912948687790e+03,3.57230297841326072e+00,1.08933410790279943e+01,2,1.10598741469344084e+01,2.71250294019903890e+01,3.62390096900979188e+03
2.32800000000000000e+04,6.62862856173992532e+03,3.57760704274469354e+00,1.05084802850046160e+01,2,1.08336521992310644e+01,2.73707248880824956e+01,3.62393902600525325e+03
2.32900000000000000e+04,6.66443091095854015e+03,3.58270260404995655e+00,1.01259122343787382e+01,2,1.06071657516468871e+01,2.76159840181359613e+01,3.62397684130885500e+03
2.57500000000000000e+04,6.64228434945150457e+03,-3.60853457027156654e+00,1.03654956334813768e+01,1,-3.77539608915825440e+01,9.76272444107413833e+01,3.62419213734569166e+03
2.57600000000000000e+04,6.60621994652534704e+03,-3.60409347687954229e+00,1.07527525572375087e+01,1,-3.78424299316506136e+01,9.80291989679040086e+01,3.62416039863713559e+03
2.57700000000000000e+04,6.57020412454767393e+03,-3.59945444432800965e+00,1.11424585985449269e+01,1,-3.79292300110663660e+01,9.84322118433109097e+01,3.62412849919482687e+03
2.57800000000000000e+04,6.53423434627831102e+03,-3.59461926309058377e+00,1.15346510308537145e+01,1,-3.80143519280940296e+01,9.88362686001556057e+01,3.62409644067436966e+03
2.57900000000000000e+04,6.49831182885011731e+03,-3.58958445107545243e+00,1.19293677245103265e+01,1,-3.80977866006712205e+01,9.92413543952047803e+01,3.62406422473055318e+03
2.58000000000000000e+04,6.46244020422764152e+03,-3.58434157527703423e+00,1.23266471529147204e+01,1,-3.81795250702774354e+01,9.96474539805563211e+01,3.62403185301722442e+03
2.58100000000000000e+04,6.42662530569743012e+03,-3.57889137655202871e+00,1.27265283984466091e+01,1,-3.82595585057973366e+01,1.00054551705716790e+02,3.62399932718716445e+03
2.58200000000000000e+04,6.39086445228329740e+03,-3.57322683050224876e+00,1.31290511581342013e+01,1,-3.83378782073749491e+01,1.00462631520001963e+02,3.62396664889195745e+03
2.58300000000000000e+04,6.35516296175178104e+03,-3.56734555598463166e+00,1.35342557490386675e+01,1,-3.84144756102558915e+01,1.00871676975264663e+02,3.62393381978187972e+03
2.58400000000000000e+04,6.31951867402122025e+03,-3.56124361939163858e+00,1.39421831133245746e+01,1,-3.84893422886134076e+01,1.01281671228952817e+02,3.62390084150577241e+03
2.58500000000000000e+04,6.28393856174480425e+03,-3.55491778031146266e+00,1.43528748229854326e+01,1,-3.85624699593547859e+01,1.01692597047501280e+02,3.62386771571091413e+03
2.58600000000000000e+04,6.24842008490181888e+03,-3.54836265696644526e+00,1.47663730841914038e+01,1,-3.86338504859046097e+01,1.02104436810059184e+02,3.62383444404291367e+03
2.58700000000000000e+04,6.21297208332228547e+03,-3.54157383185520969e+00,1.51827207412239318e+01,1,-3.87034758819607134e+01,1.02517172512555319e+02,3.62380102814558632e+03
2.58800000000000000e+04,6.17758939777492560e+03,-3.53454881438210933e+00,1.56019612799603635e+01,1,-3.87713383152195021e+01,1.02930785772102880e+02,3.62376746966083738e+03
2.58900000000000000e+04,6.14228116882060294e+03,-3.52728395669893091e+00,1.60241388308689956e+01,1,-3.88374301110664391e+01,1.03345257831744277e+02,3.62373377022854947e+03
2.59000000000000000e+04,6.10704498002886248e+03,-3.51977188818368925e+00,1.64492981714732167e+01,1,-3.89017437562281216e+01,1.03760569565537565e+02,3.62369993148646790e+03
2.59100000000000000e+04,6.07188753463045396e+03,-3.51200833420644631e+00,1.68774847282402760e+01,1,-3.89642719023818387e+01,1.04176701483982924e+02,3.62366595507008606e+03
2.59200000000000000e+04,6.03680794753947794e+03,-3.50399230756207158e+00,1.73087445778482767e+01,1,-3.90250073697190345e+01,1.04593633739789894e+02,3.62363184261253809e+03
2.59300000000000000e+04,6.00180691022897372e+03,-3.49571542254338619e+00,1.77431244477821544e+01,1,-3.90839431504585448e+01,1.05011346133983679e+02,3.62359759574448071e+03
2.59400000000000000e+04,5.96689198733650846e+03,-3.48717128379173857e+00,1.81806717162067990e+01,1,-3.91410724123058884e+01,1.05429818122348919e+02,3.62356321609399674e+03
2.59500000000000000e+04,5.93206497386986030e+03,-3.47836247366311380e+00,1.86214344110622037e+01,1,-3.91963885018546634e+01,1.05849028822208822e+02,3.62352870528648054e+03
2.59600000000000000e+04,5.89732659086524563e+03,-3.46927584796640831e+00,1.90654612083231179e+01,1,-3.92498849479262191e+01,1.06268957019536813e+02,3.62349406494453069e+03
2.59700000000000000e+04,5.86268211485627671e+03,-3.45991179991336262e+00,1.95128014293625895e+01,1,-3.93015554648438439e+01,1.06689581176397184e+02,3.62345929668785175e+03
2.59800000000000000e+04,5.82812775313672864e+03,-3.45026287452937774e+00,1.99635050373545653e+01,1,-3.93513939556375547e+01,1.07110879438710739e+02,3.62342440213314876e+03
2.59900000000000000e+04,5.79367598902748159e+03,-3.44032406876214214e+00,2.04176226326497314e+01,1,-3.93993945151758638e+01,1.07532829644341646e+02,3.62338938289401995e+03
2.60000000000000000e+04,5.75932324778378006e+03,-3.43008476736550794e+00,2.08752054470524548e+01,1,-3.94455514332206505e+01,1.07955409331499169e+02,3.62335424058086210e+03
2.60100000000000000e+04,5.72507371668868018e+03,-3.41954849221747992e+00,2.13363053369256797e+01,1,-3.94898591974017208e+01,1.08378595747449353e+02,3.62331897680077782e+03
2.60200000000000000e+04,5.69093430755351255e+03,-3.40870325405039454e+00,2.18009747750457166e+01,1,-3.95323124961071670e+01,1.08802365857530475e+02,3.62328359315746457e+03
2.60300000000000000e+04,5.65690210574037337e+03,-3.39754978524076767e+00,2.22692668411256776e+01,1,-3.95729062212862388e+01,1.09226696354464934e+02,3.62324809125112733e+03
2.60400000000000000e+04,5.62298312542828808e+03,-3.38607499318597682e+00,2.27412352109223512e+01,1,-3.96116354711611436e+01,1.09651563667960403e+02,3.62321247267838226e+03
2.60500000000000000e+04,5.58918209573614331e+03,-3.37427529316819852e+00,2.32169341438376513e+01,1,-3.96484955528444942e+01,1.10076943974592496e+02,3.62317673903216019e+03
2.60600000000000000e+04,5.55550011932122561e+03,-3.36214413469850326e+00,2.36964184689217063e+01,1,-3.96834819848590143e+01,1.10502813207959775e+02,3.62314089190162849e+03
2.60700000000000000e+04,5.52194209091719222e+03,-3.34967861815783019e+00,2.41797435691809248e+01,1,-3.97165904995563963e+01,1.10929147069103053e+02,3.62310493287208192e+03
2.60800000000000000e+04,5.48850833946237890e+03,-3.33686963818448001e+00,2.46669653640900428e+01,1,-3.97478170454322424e+01,1.11355921037178334e+02,3.62306886352486799e+03
2.60900000000000000e+04,5.45520471145856209e+03,-3.32370984921253143e+00,2.51581402902033169e+01,1,-3.97771577893341544e+01,1.11783110380373842e+02,3.62303268543729428e+03
