Time(s),Range(km),Range_Rate(km/s),Station_ID
0.0,4281.990138131059,-1.87258989461074,2
10.0,4263.468490431474,-1.831763885394002,2
20.0,4245.359133983228,-1.7903392556267632,2
30.0,4227.664230330587,-1.7483231575244678,2
40.0,4210.394254712678,-1.705721068062929,2
50.0,4193.552175906116,-1.6625300411068482,2
60.0,4177.143997252713,-1.6187656581780547,2
70.0,4161.178724469319,-1.5744292198200982,2
80.0,4145.657603505322,-1.5295308835488912,2
90.0,4130.589123145545,-1.4840733215242037,2
100.0,4115.978371657114,-1.4380710514990545,2
110.0,4101.828305678356,-1.3915294414299877,2
120.0,4088.1506349122487,-1.34445926363708,2
130.0,4074.941656051384,-1.2968777938175131,2
140.0,4062.214589831052,-1.248789351576188,2
150.0,4049.968348749247,-1.2002068935512795,2
160.0,4038.21257997203,-1.151147508589622,2
170.0,4026.9461502555496,-1.101623556013015,2
180.0,4016.1797557632776,-1.051649543874458,2
190.0,4005.915572410875,-1.001245347145462,2
200.0,3996.154357538655,-0.950420735441395,2
210.0,3986.9089714849015,-0.8991991132097049,2
220.0,3978.175420904552,-0.8475940829912356,2
230.0,3969.9586248871137,-0.7956241376477826,2
240.0,3962.263290777749,-0.7433114517817901,2
250.0,3955.0921865657297,-0.6906765498440458,2
260.0,3948.451306187269,-0.6377378206306786,2
270.0,3942.3396129326175,-0.5845164547575635,2
280.0,3936.7609820497823,-0.5310336513368323,2
290.0,3931.718674032393,-0.4773132762198545,2
300.0,3927.214683709458,-0.4233769942646298,2
310.0,3923.250527477039,-0.3692506132557635,2
320.0,3919.831836822636,-0.3149548196145564,2
330.0,3916.9509997527166,-0.260513421848575,2
340.0,3914.620398317168,-0.2059521064161305,2
350.0,3912.834648867645,-0.1512930928858166,2
360.0,3911.596018144661,-0.0965630760488504,2
370.0,3910.9051426262017,-0.0417856273860896,2
380.0,3910.760488645821,0.0130125970145231,2
390.0,3911.16330340308,0.0678071344198133,2
400.0,3912.11625217588,0.122572390692073,2
410.0,3913.61361640644,0.1772867089920713,2
420.0,3915.662433963008,0.2319239448654653,2
430.0,3918.2528461550246,0.2864577105705908,2
440.0,3921.389055802827,0.340866075052832,2
450.0,3925.069159111928,0.3951207703562213,2
460.0,3929.291520800525,0.449204605324497,2
470.0,3934.052826276273,0.5030887219700638,2
480.0,3939.354904070354,0.5567519264179214,2
490.0,3945.186726505058,0.6101720840435672,2
500.0,3951.555197102412,0.6633248479734216,2
510.0,3958.453037212816,0.7161936181466012,2
520.0,3965.878029728282,0.7687518088788164,2
530.0,3973.827012491047,0.820982273200182,2
540.0,3982.2960095857097,0.8728643251633998,2
550.0,3991.282440565071,0.9243811866571868,2
560.0,4000.7819262607354,0.975508401009783,2
570.0,4010.7903483738783,1.026233513195255,2
