Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
36810.0000,-1.3258640927e+01,8.0493959025e+01,2.3466621531e+01,-4.0062401080e-02,-1.1851187282e-02,3.1787803430e-02
36820.0000,-1.3659166726e+01,8.0373786377e+01,2.3784159552e+01,-4.0042469559e-02,-1.2183302315e-02,3.1719564131e-02
36830.0000,-1.4059484546e+01,8.0250293804e+01,2.4101008097e+01,-4.0020806989e-02,-1.2515170465e-02,3.1649910034e-02
36840.0000,-1.4459577070e+01,8.0123483853e+01,2.4417153025e+01,-3.9997412552e-02,-1.2846776330e-02,3.1578842869e-02
36850.0000,-1.4859426977e+01,7.9993359223e+01,2.4732580216e+01,-3.9972285518e-02,-1.3178104496e-02,3.1506364439e-02
36860.0000,-1.5259016938e+01,7.9859922767e+01,2.5047275567e+01,-3.9945425242e-02,-1.3509139547e-02,3.1432476619e-02
36870.0000,-1.5658329620e+01,7.9723177494e+01,2.5361224994e+01,-3.9916831167e-02,-1.3839866057e-02,3.1357181362e-02
36880.0000,-1.6057347686e+01,7.9583126563e+01,2.5674414437e+01,-3.9886502826e-02,-1.4170268597e-02,3.1280480692e-02
36890.0000,-1.6456053796e+01,7.9439773291e+01,2.5986829855e+01,-3.9854439837e-02,-1.4500331734e-02,3.1202376709e-02
36900.0000,-1.6854430606e+01,7.9293121147e+01,2.6298457229e+01,-3.9820641906e-02,-1.4830040029e-02,3.1122871586e-02
36910.0000,-1.7252460772e+01,7.9143173753e+01,2.6609282563e+01,-3.9785108830e-02,-1.5159378044e-02,3.1041967571e-02
36920.0000,-1.7650126945e+01,7.8989934889e+01,2.6919291884e+01,-3.9747840491e-02,-1.5488330338e-02,3.0959666987e-02
36930.0000,-1.8047411778e+01,7.8833408487e+01,2.7228471240e+01,-3.9708836862e-02,-1.5816881470e-02,3.0875972229e-02
36940.0000,-1.8444297920e+01,7.8673598634e+01,2.7536806706e+01,-3.9668098003e-02,-1.6145016000e-02,3.0790885768e-02
36950.0000,-1.8840768023e+01,7.8510509574e+01,2.7844284377e+01,-3.9625624064e-02,-1.6472718488e-02,3.0704410149e-02
36960.0000,-1.9236804736e+01,7.8344145704e+01,2.8150890375e+01,-3.9581415284e-02,-1.6799973498e-02,3.0616547991e-02
36970.0000,-1.9632390707e+01,7.8174511579e+01,2.8456610845e+01,-3.9535471990e-02,-1.7126765598e-02,3.0527301986e-02
36980.0000,-2.0027508586e+01,7.8001611907e+01,2.8761431956e+01,-3.9487794601e-02,-1.7453079359e-02,3.0436674903e-02
36990.0000,-2.0422141021e+01,7.7825451555e+01,2.9065339902e+01,-3.9438383623e-02,-1.7778899359e-02,3.0344669582e-02
37000.0000,-2.0816270660e+01,7.7646035546e+01,2.9368320900e+01,-3.9387239654e-02,-1.8104210183e-02,3.0251288939e-02
37010.0000,-2.1209880151e+01,7.7463369058e+01,2.9670361192e+01,-3.9334363379e-02,-1.8428996422e-02,3.0156535964e-02
37020.0000,-2.1602952140e+01,7.7277457429e+01,2.9971447044e+01,-3.9279755575e-02,-1.8753242677e-02,3.0060413721e-02
37030.0000,-2.1995469331e+01,7.7088306126e+01,3.0271564789e+01,-3.9223417108e-02,-1.9076933553e-02,2.9962925346e-02
37040.0000,-2.2387414518e+01,7.6895920740e+01,3.0570700856e+01,-3.9165348929e-02,-1.9400053660e-02,2.9864074047e-02
37050.0000,-2.2778770448e+01,7.6700307042e+01,3.0868841661e+01,-3.9105552079e-02,-1.9722587620e-02,2.9763863108e-02
37060.0000,-2.3169519779e+01,7.6501471000e+01,3.1165973580e+01,-3.9044027697e-02,-2.0044520079e-02,2.9662295887e-02
37070.0000,-2.3559645225e+01,7.6299418713e+01,3.1462083053e+01,-3.8980777008e-02,-2.0365835689e-02,2.9559375816e-02
37080.0000,-2.3949129539e+01,7.6094156416e+01,3.1757156577e+01,-3.8915801328e-02,-2.0686519114e-02,2.9455106399e-02
37090.0000,-2.4337955485e+01,7.5885690504e+01,3.2051180680e+01,-3.8849102061e-02,-2.1006555034e-02,2.9349491214e-02
37100.0000,-2.4726105836e+01,7.5674027527e+01,3.2344141925e+01,-3.8780680704e-02,-2.1325928145e-02,2.9242533912e-02
37110.0000,-2.5113563380e+01,7.5459174190e+01,3.2636026909e+01,-3.8710538842e-02,-2.1644623160e-02,2.9134238218e-02
37120.0000,-2.5500310919e+01,7.5241137351e+01,3.2926822266e+01,-3.8638678154e-02,-2.1962624808e-02,2.9024607928e-02
37130.0000,-2.5886331268e+01,7.5019924023e+01,3.3216514666e+01,-3.8565100404e-02,-2.2279917838e-02,2.8913646912e-02
37140.0000,-2.6271607262e+01,7.4795541371e+01,3.3505090820e+01,-3.8489807453e-02,-2.2596487019e-02,2.8801359113e-02
37150.0000,-2.6656121756e+01,7.4567996713e+01,3.3792537475e+01,-3.8412801247e-02,-2.2912317138e-02,2.8687748545e-02
37160.0000,-2.7039857622e+01,7.4337297517e+01,3.4078841423e+01,-3.8334083825e-02,-2.3227393007e-02,2.8572819297e-02
37170.0000,-2.7422797756e+01,7.4103451406e+01,3.4363989494e+01,-3.8253657316e-02,-2.3541699458e-02,2.8456575528e-02
37180.0000,-2.7804925074e+01,7.3866466150e+01,3.4647968563e+01,-3.8171523940e-02,-2.3855221345e-02,2.8339021470e-02
37190.0000,-2.8186222520e+01,7.3626349671e+01,3.4930765548e+01,-3.8087686006e-02,-2.4167943548e-02,2.8220161428e-02
37200.0000,-2.8566673059e+01,7.3383110042e+01,3.5212367409e+01,-3.8002145915e-02,-2.4479850971e-02,2.8099999775e-02
37210.0000,-2.8946259683e+01,7.3136755485e+01,3.5492761156e+01,-3.7914906158e-02,-2.4790928545e-02,2.7978540961e-02
37220.0000,-2.9324965411e+01,7.2887294371e+01,3.5771933839e+01,-3.7825969316e-02,-2.5101161227e-02,2.7855789503e-02
37230.0000,-2.9702773290e+01,7.2634735221e+01,3.6049872559e+01,-3.7735338060e-02,-2.5410534002e-02,2.7731749991e-02
37240.0000,-3.0079666394e+01,7.2379086706e+01,3.6326564461e+01,-3.7643015151e-02,-2.5719031884e-02,2.7606427087e-02
37250.0000,-3.0455627827e+01,7.2120357645e+01,3.6601996740e+01,-3.7549003442e-02,-2.6026639917e-02,2.7479825522e-02
37260.0000,-3.0830640722e+01,7.1858557006e+01,3.6876156638e+01,-3.7453305876e-02,-2.6333343175e-02,2.7351950099e-02
37270.0000,-3.1204688241e+01,7.1593693908e+01,3.7149031444e+01,-3.7355925483e-02,-2.6639126765e-02,2.7222805691e-02
37280.0000,-3.1577753579e+01,7.1325777617e+01,3.7420608499e+01,-3.7256865387e-02,-2.6943975825e-02,2.7092397242e-02
37290.0000,-3.1949819958e+01,7.1054817550e+01,3.7690875189e+01,-3.7156128800e-02,-2.7247875530e-02,2.6960729764e-02
37300.0000,-3.2320870634e+01,7.0780823270e+01,3.7959818953e+01,-3.7053719024e-02,-2.7550811086e-02,2.6827808342e-02
37310.0000,-3.2690888894e+01,7.0503804494e+01,3.8227427278e+01,-3.6949639451e-02,-2.7852767738e-02,2.6693638127e-02
37320.0000,-3.3059858053e+01,7.0223771085e+01,3.8493687701e+01,-3.6843893565e-02,-2.8153730765e-02,2.6558224343e-02
37330.0000,-3.3427761462e+01,6.9940733059e+01,3.8758587807e+01,-3.6736484936e-02,-2.8453685488e-02,2.6421572281e-02
37340.0000,-3.3794582500e+01,6.9654700579e+01,3.9022115234e+01,-3.6627417225e-02,-2.8752617263e-02,2.6283687302e-02
37350.0000,-3.4160304577e+01,6.9365683961e+01,3.9284257666e+01,-3.6516694185e-02,-2.9050511489e-02,2.6144574834e-02
37360.0000,-3.4524911136e+01,6.9073693671e+01,3.9545002841e+01,-3.6404319656e-02,-2.9347353603e-02,2.6004240375e-02
37370.0000,-3.4888385648e+01,6.8778740326e+01,3.9804338541e+01,-3.6290297567e-02,-2.9643129089e-02,2.5862689491e-02
37380.0000,-3.5250711616e+01,6.8480834696e+01,4.0062252601e+01,-3.6174631937e-02,-2.9937823469e-02,2.5719927817e-02
37390.0000,-3.5611872615e+01,6.8179987669e+01,4.0318732934e+01,-3.6057326875e-02,-3.0231422308e-02,2.5575961052e-02
37400.0000,-3.5971852401e+01,6.7876210172e+01,4.0573767610e+01,-3.5938386572e-02,-3.0523911201e-02,2.5430794966e-02
37410.0000,-3.6330634701e+01,6.7569513338e+01,4.0827344706e+01,-3.5817815310e-02,-3.0815275793e-02,2.5284435392e-02
37420.0000,-3.6688203219e+01,6.7259908495e+01,4.1079452311e+01,-3.5695617460e-02,-3.1105501782e-02,2.5136888232e-02
37430.0000,-3.7044541628e+01,6.6947407162e+01,4.1330078522e+01,-3.5571797486e-02,-3.1394574923e-02,2.4988159456e-02
37440.0000,-3.7399633742e+01,6.6632020926e+01,4.1579211559e+01,-3.5446359935e-02,-3.1682481006e-02,2.4838255098e-02
37450.0000,-3.7753463417e+01,6.6313761517e+01,4.1826839704e+01,-3.5319309445e-02,-3.1969205871e-02,2.4687181260e-02
37460.0000,-3.8106014554e+01,6.5992640812e+01,4.2072951296e+01,-3.5190650739e-02,-3.2254735410e-02,2.4534944108e-02
37470.0000,-3.8457271094e+01,6.5668670834e+01,4.2317534733e+01,-3.5060388627e-02,-3.2539055564e-02,2.4381549873e-02
37480.0000,-3.8807217027e+01,6.5341863746e+01,4.2560578477e+01,-3.4928528010e-02,-3.2822152327e-02,2.4227004852e-02
37490.0000,-3.9155836391e+01,6.5012231857e+01,4.2802071048e+01,-3.4795073871e-02,-3.3104011744e-02,2.4071315406e-02
37500.0000,-3.9503113272e+01,6.4679787614e+01,4.3042001032e+01,-3.4660031284e-02,-3.3384619916e-02,2.3914487960e-02
37510.0000,-3.9849031806e+01,6.4344543603e+01,4.3280357079e+01,-3.4523405407e-02,-3.3663962996e-02,2.3756529003e-02
37520.0000,-4.0193576182e+01,6.4006512551e+01,4.3517127903e+01,-3.4385201484e-02,-3.3942027194e-02,2.3597445088e-02
37530.0000,-4.0536730641e+01,6.3665707319e+01,4.3752302285e+01,-3.4245424848e-02,-3.4218798775e-02,2.3437242831e-02
37540.0000,-4.0878479481e+01,6.3322140906e+01,4.3985869072e+01,-3.4104080914e-02,-3.4494264060e-02,2.3275928910e-02
37550.0000,-4.1218807052e+01,6.2975826446e+01,4.4217817180e+01,-3.3961175185e-02,-3.4768409430e-02,2.3113510068e-02
37560.0000,-4.1557697763e+01,6.2626777207e+01,4.4448135592e+01,-3.3816713248e-02,-3.5041221322e-02,2.2949993107e-02
37570.0000,-4.1895136080e+01,6.2275006592e+01,4.4676813361e+01,-3.3670700776e-02,-3.5312686234e-02,2.2785384894e-02
37580.0000,-4.2231106527e+01,6.1920528137e+01,4.4903839610e+01,-3.3523143526e-02,-3.5582790725e-02,2.2619692354e-02
37590.0000,-4.2565593690e+01,6.1563355509e+01,4.5129203532e+01,-3.3374047339e-02,-3.5851521413e-02,2.2452922476e-02
37600.0000,-4.2898582211e+01,6.1203502508e+01,4.5352894393e+01,-3.3223418141e-02,-3.6118864979e-02,2.2285082308e-02
37610.0000,-4.3230056796e+01,6.0840983065e+01,4.5574901526e+01,-3.3071261941e-02,-3.6384808167e-02,2.2116178960e-02
37620.0000,-4.3560002211e+01,6.0475811244e+01,4.5795214342e+01,-3.2917584831e-02,-3.6649337785e-02,2.1946219599e-02
37630.0000,-4.3888403286e+01,6.0108001238e+01,4.6013822319e+01,-3.2762392988e-02,-3.6912440706e-02,2.1775211454e-02
37640.0000,-4.4215244910e+01,5.9737567371e+01,4.6230715012e+01,-3.2605692671e-02,-3.7174103868e-02,2.1603161812e-02
37650.0000,-4.4540512038e+01,5.9364524099e+01,4.6445882046e+01,-3.2447490220e-02,-3.7434314275e-02,2.1430078020e-02
37660.0000,-4.4864189686e+01,5.8988886007e+01,4.6659313120e+01,-3.2287792060e-02,-3.7693059001e-02,2.1255967481e-02
37670.0000,-4.5186262934e+01,5.8610667810e+01,4.6870998008e+01,-3.2126604695e-02,-3.7950325186e-02,2.1080837657e-02
37680.0000,-4.5506716927e+01,5.8229884356e+01,4.7080926556e+01,-3.1963934713e-02,-3.8206100040e-02,2.0904696068e-02
37690.0000,-4.5825536871e+01,5.7846550622e+01,4.7289088685e+01,-3.1799788781e-02,-3.8460370844e-02,2.0727550290e-02
37700.0000,-4.6142708037e+01,5.7460681716e+01,4.7495474388e+01,-3.1634173648e-02,-3.8713124948e-02,2.0549407955e-02
37710.0000,-4.6458215759e+01,5.7072292878e+01,4.7700073733e+01,-3.1467096144e-02,-3.8964349778e-02,2.0370276753e-02
37720.0000,-4.6772045434e+01,5.6681399479e+01,4.7902876862e+01,-3.1298563178e-02,-3.9214032830e-02,2.0190164429e-02
37730.0000,-4.7084182523e+01,5.6288017023e+01,4.8103873989e+01,-3.1128581739e-02,-3.9462161676e-02,2.0009078781e-02
37740.0000,-4.7394612547e+01,5.5892161146e+01,4.8303055403e+01,-3.0957158896e-02,-3.9708723961e-02,1.9827027664e-02
37750.0000,-4.7703321092e+01,5.5493847618e+01,4.8500411463e+01,-3.0784301796e-02,-3.9953707409e-02,1.9644018987e-02
37760.0000,-4.8010293805e+01,5.5093092342e+01,4.8695932605e+01,-3.0610017666e-02,-4.0197099820e-02,1.9460060712e-02
37770.0000,-4.8315516453e+01,5.4689911282e+01,4.8889609374e+01,-3.0434313809e-02,-4.0438889062e-02,1.9275160855e-02
37780.0000,-4.8618975021e+01,5.4284320360e+01,4.9081432485e+01,-3.0257197605e-02,-4.0679063064e-02,1.9089327487e-02
37790.0000,-4.8920655488e+01,5.3876335715e+01,4.9271392688e+01,-3.0078676511e-02,-4.0917609842e-02,1.8902568730e-02
37800.0000,-4.9220543821e+01,5.3465973710e+01,4.9459480755e+01,-2.9898758062e-02,-4.1154517502e-02,1.8714892757e-02
37810.0000,-4.9518626006e+01,5.3053250886e+01,4.9645687507e+01,-2.9717449870e-02,-4.1389774237e-02,1.8526307792e-02
37820.0000,-4.9814888193e+01,5.2638183800e+01,4.9830003898e+01,-2.9534759625e-02,-4.1623368309e-02,1.8336822111e-02
37830.0000,-5.0109316603e+01,5.2220789127e+01,5.0012420967e+01,-2.9350695088e-02,-4.1855288064e-02,1.8146444041e-02
37840.0000,-5.0401897536e+01,5.1801083665e+01,5.0192929831e+01,-2.9165264098e-02,-4.2085521926e-02,1.7955181960e-02
37850.0000,-5.0692617367e+01,5.1379084329e+01,5.0371521693e+01,-2.8978474568e-02,-4.2314058405e-02,1.7763044292e-02
37860.0000,-5.0981462548e+01,5.0954808154e+01,5.0548187839e+01,-2.8790334483e-02,-4.2540886094e-02,1.7570039513e-02
37870.0000,-5.1268419613e+01,5.0528272288e+01,5.0722919639e+01,-2.8600851906e-02,-4.2765993670e-02,1.7376176145e-02
37880.0000,-5.1553475175e+01,5.0099493992e+01,5.0895708549e+01,-2.8410034968e-02,-4.2989369895e-02,1.7181462762e-02
37890.0000,-5.1836615927e+01,4.9668490641e+01,5.1066546109e+01,-2.8217891876e-02,-4.3211003617e-02,1.6985907980e-02
37900.0000,-5.2117828647e+01,4.9235279720e+01,5.1235423949e+01,-2.8024430909e-02,-4.3430883770e-02,1.6789520467e-02
37910.0000,-5.2397100196e+01,4.8799878824e+01,5.1402333782e+01,-2.7829660417e-02,-4.3648999374e-02,1.6592308934e-02
37920.0000,-5.2674417519e+01,4.8362305655e+01,5.1567267411e+01,-2.7633588820e-02,-4.3865339537e-02,1.6394282139e-02
37930.0000,-5.2949767646e+01,4.7922578023e+01,5.1730216727e+01,-2.7436224611e-02,-4.4079893457e-02,1.6195448887e-02
37940.0000,-5.3223137694e+01,4.7480713845e+01,5.1891173710e+01,-2.7237576353e-02,-4.4292650419e-02,1.5995818024e-02
37950.0000,-5.3494514865e+01,4.7036731141e+01,5.2050130428e+01,-2.7037652676e-02,-4.4503599798e-02,1.5795398445e-02
37960.0000,-5.3763886452e+01,4.6590648037e+01,5.2207079040e+01,-2.6836462282e-02,-4.4712731060e-02,1.5594199086e-02
37970.0000,-5.4031239833e+01,4.6142482762e+01,5.2362011793e+01,-2.6634013940e-02,-4.4920033760e-02,1.5392228926e-02
37980.0000,-5.4296562477e+01,4.5692253647e+01,5.2514921028e+01,-2.6430316489e-02,-4.5125497548e-02,1.5189496988e-02
37990.0000,-5.4559841940e+01,4.5239979127e+01,5.2665799174e+01,-2.6225378833e-02,-4.5329112163e-02,1.4986012336e-02
38000.0000,-5.4821065869e+01,4.4785677735e+01,5.2814638751e+01,-2.6019209946e-02,-4.5530867440e-02,1.4781784078e-02
38010.0000,-5.5080222002e+01,4.4329368110e+01,5.2961432371e+01,-2.5811818865e-02,-4.5730753304e-02,1.4576821359e-02
38020.0000,-5.5337298166e+01,4.3871068987e+01,5.3106172739e+01,-2.5603214696e-02,-4.5928759779e-02,1.4371133368e-02
38030.0000,-5.5592282280e+01,4.3410799206e+01,5.3248852648e+01,-2.5393406608e-02,-4.6124876980e-02,1.4164729332e-02
38040.0000,-5.5845162351e+01,4.2948577705e+01,5.3389464987e+01,-2.5182403836e-02,-4.6319095121e-02,1.3957618517e-02
38050.0000,-5.6095926481e+01,4.2484423521e+01,5.3528002734e+01,-2.4970215679e-02,-4.6511404510e-02,1.3749810230e-02
38060.0000,-5.6344562861e+01,4.2018355795e+01,5.3664458960e+01,-2.4756851500e-02,-4.6701795553e-02,1.3541313812e-02
38070.0000,-5.6591059772e+01,4.1550393766e+01,5.3798826829e+01,-2.4542320724e-02,-4.6890258755e-02,1.3332138646e-02
38080.0000,-5.6835405589e+01,4.1080556773e+01,5.3931099596e+01,-2.4326632839e-02,-4.7076784719e-02,1.3122294149e-02
38090.0000,-5.7077588775e+01,4.0608864259e+01,5.4061270607e+01,-2.4109797394e-02,-4.7261364146e-02,1.2911789774e-02
38100.0000,-5.7317597886e+01,4.0135335764e+01,5.4189333302e+01,-2.3891824001e-02,-4.7443987840e-02,1.2700635011e-02
38110.0000,-5.7555421566e+01,3.9659990933e+01,5.4315281212e+01,-2.3672722330e-02,-4.7624646702e-02,1.2488839385e-02
38120.0000,-5.7791048554e+01,3.9182849510e+01,5.4439107959e+01,-2.3452502114e-02,-4.7803331737e-02,1.2276412454e-02
38130.0000,-5.8024467755e+01,3.8703931196e+01,5.4560807303e+01,-2.3231173144e-02,-4.7980034039e-02,1.2063363814e-02
38140.0000,-5.8255668192e+01,3.8223255758e+01,5.4680373107e+01,-2.3008745272e-02,-4.8154744800e-02,1.1849703096e-02
38150.0000,-5.8484638952e+01,3.7740843106e+01,5.4797799314e+01,-2.2785228406e-02,-4.8327455318e-02,1.1635439961e-02
38160.0000,-5.8711369149e+01,3.7256713374e+01,5.4913079924e+01,-2.2560632513e-02,-4.8498157007e-02,1.1420584099e-02
38170.0000,-5.8935848033e+01,3.6770886708e+01,5.5026209050e+01,-2.2334967615e-02,-4.8666841377e-02,1.1205145235e-02
38180.0000,-5.9158064966e+01,3.6283383316e+01,5.5137180915e+01,-2.2108243791e-02,-4.8833500041e-02,1.0989133124e-02
38190.0000,-5.9378009411e+01,3.5794223492e+01,5.5245989834e+01,-2.1880471177e-02,-4.8998124715e-02,1.0772557552e-02
38200.0000,-5.9595670931e+01,3.5303427618e+01,5.5352630222e+01,-2.1651659962e-02,-4.9160707219e-02,1.0555428335e-02
38210.0000,-5.9811039192e+01,3.4811016158e+01,5.5457096592e+01,-2.1421820393e-02,-4.9321239480e-02,1.0337755317e-02
38220.0000,-6.0024103959e+01,3.4317009655e+01,5.5559383554e+01,-2.1190962766e-02,-4.9479713530e-02,1.0119548371e-02
38230.0000,-6.0234855102e+01,3.3821428736e+01,5.5659485819e+01,-2.0959097434e-02,-4.9636121507e-02,9.9008173999e-03
38240.0000,-6.0443282596e+01,3.3324294105e+01,5.5757398194e+01,-2.0726234801e-02,-4.9790455653e-02,9.6815723308e-03
38250.0000,-6.0649376518e+01,3.2825626540e+01,5.5853115589e+01,-2.0492385321e-02,-4.9942708321e-02,9.4618231194e-03
38260.0000,-6.0853127051e+01,3.2325446896e+01,5.5946633011e+01,-2.0257559503e-02,-5.0092871968e-02,9.2415797471e-03
38270.0000,-6.1054524484e+01,3.1823776104e+01,5.6037945569e+01,-2.0021767903e-02,-5.0240939159e-02,9.0208522208e-03
38280.0000,-6.1253559212e+01,3.1320635164e+01,5.6127048470e+01,-1.9785021129e-02,-5.0386902569e-02,8.7996505725e-03
38290.0000,-6.1450221737e+01,3.0816045150e+01,5.6213937025e+01,-1.9547329838e-02,-5.0530754980e-02,8.5779848581e-03
38300.0000,-6.1644502668e+01,3.0310027204e+01,5.6298606643e+01,-1.9308704734e-02,-5.0672489282e-02,8.3558651576e-03
38310.0000,-6.1836392721e+01,2.9802602540e+01,5.6381052835e+01,-1.9069156570e-02,-5.0812098475e-02,8.1333015735e-03
38320.0000,-6.2025882722e+01,2.9293792438e+01,5.6461271214e+01,-1.8828696146e-02,-5.0949575670e-02,7.9103042313e-03
38330.0000,-6.2212963604e+01,2.8783618248e+01,5.6539257493e+01,-1.8587334309e-02,-5.1084914086e-02,7.6868832776e-03
38340.0000,-6.2397626410e+01,2.8272101385e+01,5.6615007488e+01,-1.8345081951e-02,-5.1218107054e-02,7.4630488805e-03
38350.0000,-6.2579862290e+01,2.7759263331e+01,5.6688517117e+01,-1.8101950008e-02,-5.1349148014e-02,7.2388112284e-03
38360.0000,-6.2759662506e+01,2.7245125634e+01,5.6759782398e+01,-1.7857949462e-02,-5.1478030519e-02,7.0141805294e-03
38370.0000,-6.2937018429e+01,2.6729709907e+01,5.6828799453e+01,-1.7613091339e-02,-5.1604748233e-02,6.7891670109e-03
38380.0000,-6.3111921537e+01,2.6213037828e+01,5.6895564506e+01,-1.7367386705e-02,-5.1729294932e-02,6.5637809186e-03
38390.0000,-6.3284363421e+01,2.5695131139e+01,5.6960073880e+01,-1.7120846672e-02,-5.1851664504e-02,6.3380325160e-03
38400.0000,-6.3454335781e+01,2.5176011649e+01,5.7022324005e+01,-1.6873482390e-02,-5.1971850951e-02,6.1119320837e-03
38410.0000,-6.3621830427e+01,2.4655701228e+01,5.7082311409e+01,-1.6625305053e-02,-5.2089848386e-02,5.8854899189e-03
38420.0000,-6.3786839277e+01,2.4134221813e+01,5.7140032725e+01,-1.6376325890e-02,-5.2205651038e-02,5.6587163341e-03
38430.0000,-6.3949354361e+01,2.3611595405e+01,5.7195484686e+01,-1.6126556175e-02,-5.2319253249e-02,5.4316216575e-03
38440.0000,-6.4109367818e+01,2.3087844067e+01,5.7248664129e+01,-1.5876007216e-02,-5.2430649475e-02,5.2042162310e-03
38450.0000,-6.4266871907e+01,2.2562989900e+01,5.7299567996e+01,-1.5624690362e-02,-5.2539834284e-02,4.9765104117e-03
38460.0000,-6.4421859038e+01,2.2037054954e+01,5.7348193346e+01,-1.5372617000e-02,-5.2646802354e-02,4.7485145731e-03
38470.0000,-6.4574321719e+01,2.1510061379e+01,5.7394537337e+01,-1.5119798554e-02,-5.2751548475e-02,4.5202391004e-03
38480.0000,-6.4724252550e+01,2.0982031445e+01,5.7438597225e+01,-1.4866246481e-02,-5.2854067562e-02,4.2916943882e-03
38490.0000,-6.4871644239e+01,2.0452987482e+01,5.7480370362e+01,-1.4611972273e-02,-5.2954354641e-02,4.0628908426e-03
38500.0000,-6.5016489623e+01,1.9922951827e+01,5.7519854213e+01,-1.4356987458e-02,-5.3052404854e-02,3.8338388818e-03
38510.0000,-6.5158781656e+01,1.9391946867e+01,5.7557046347e+01,-1.4101303596e-02,-5.3148213458e-02,3.6045489339e-03
38520.0000,-6.5298513405e+01,1.8859995041e+01,5.7591944434e+01,-1.3844932282e-02,-5.3241775823e-02,3.3750314365e-03
38530.0000,-6.5435678053e+01,1.8327118834e+01,5.7624546252e+01,-1.3587885140e-02,-5.3333087438e-02,3.1452968359e-03
38540.0000,-6.5570268900e+01,1.7793340779e+01,5.7654849682e+01,-1.3330173828e-02,-5.3422143906e-02,2.9153555866e-03
38550.0000,-6.5702279362e+01,1.7258683452e+01,5.7682852711e+01,-1.3071810033e-02,-5.3508940949e-02,2.6852181507e-03
38560.0000,-6.5831702972e+01,1.6723169472e+01,5.7708553427e+01,-1.2812805473e-02,-5.3593474401e-02,2.4548949971e-03
38570.0000,-6.5958533381e+01,1.6186821499e+01,5.7731950027e+01,-1.2553171894e-02,-5.3675740216e-02,2.2243966012e-03
38580.0000,-6.6082764356e+01,1.5649662231e+01,5.7753040811e+01,-1.2292921071e-02,-5.3755734463e-02,1.9937334437e-03
38590.0000,-6.6204389783e+01,1.5111714405e+01,5.7771824183e+01,-1.2032064806e-02,-5.3833453328e-02,1.7629160108e-03
38600.0000,-6.6323403667e+01,1.4573000794e+01,5.7788298652e+01,-1.1770614930e-02,-5.3908893114e-02,1.5319547929e-03
38610.0000,-6.6439800132e+01,1.4033544206e+01,5.7802462834e+01,-1.1508583298e-02,-5.3982050240e-02,1.3008602841e-03
38620.0000,-6.6553573419e+01,1.3493367482e+01,5.7814315448e+01,-1.1245981791e-02,-5.4052921243e-02,1.0696429816e-03
38630.0000,-6.6664717890e+01,1.2952493499e+01,5.7823855319e+01,-1.0982822314e-02,-5.4121502775e-02,8.3831338546e-04
38640.0000,-6.6773228026e+01,1.2410945162e+01,5.7831081375e+01,-1.0719116799e-02,-5.4187791609e-02,6.0688199713e-04
38650.0000,-6.6879098427e+01,1.1868745408e+01,5.7835992653e+01,-1.0454877197e-02,-5.4251784632e-02,3.7535931949e-04
38660.0000,-6.6982323813e+01,1.1325917207e+01,5.7838588290e+01,-1.0190115485e-02,-5.4313478849e-02,1.4375585591e-04
38670.0000,-6.7082899024e+01,1.0782483554e+01,5.7838867533e+01,-9.9248436593e-03,-5.4372871384e-02,-8.7917890344e-05
38680.0000,-6.7180819020e+01,1.0238467476e+01,5.7836829731e+01,-9.6590737376e-03,-5.4429959476e-02,-3.1965141681e-04
38690.0000,-6.7276078882e+01,9.6938920280e+00,5.7832474339e+01,-9.3928177583e-03,-5.4484740485e-02,-5.5143422246e-04
38700.0000,-6.7368673808e+01,9.1487802911e+00,5.7825800916e+01,-9.1260877786e-03,-5.4537211885e-02,-7.8325580836e-04
38710.0000,-6.7458599119e+01,8.6031553758e+00,5.7816809127e+01,-8.8588958744e-03,-5.4587371270e-02,-1.0151056784e-03
38720.0000,-6.7545850256e+01,8.0570404192e+00,5.7805498743e+01,-8.5912541394e-03,-5.4635216352e-02,-1.2469733398e-03
38730.0000,-6.7630422779e+01,7.5104585860e+00,5.7791869637e+01,-8.3231746840e-03,-5.4680744961e-02,-1.4788483040e-03
38740.0000,-6.7712312367e+01,6.9634330678e+00,5.7775921789e+01,-8.0546696350e-03,-5.4723955043e-02,-1.7107200873e-03
38750.0000,-6.7791514821e+01,6.4159870839e+00,5.7757655283e+01,-7.7857511344e-03,-5.4764844665e-02,-1.9425782113e-03
38760.0000,-6.7868026061e+01,5.8681438806e+00,5.7737070307e+01,-7.5164313388e-03,-5.4803412011e-02,-2.1744122040e-03
38770.0000,-6.7941842132e+01,5.3199266998e+00,5.7714167155e+01,-7.2467224196e-03,-5.4839655379e-02,-2.4062115988e-03
38780.0000,-6.8012959219e+01,4.7713587033e+00,5.7688946225e+01,-6.9766365651e-03,-5.4873573183e-02,-2.6379659323e-03
38790.0000,-6.8081373623e+01,4.2224631131e+00,5.7661408020e+01,-6.7061859748e-03,-5.4905163953e-02,-2.8696647504e-03
38800.0000,-6.8147081755e+01,3.6732632244e+00,5.7631553149e+01,-6.4353828578e-03,-5.4934426341e-02,-3.1012976098e-03
38810.0000,-6.8210080145e+01,3.1237823670e+00,5.7599382324e+01,-6.1642394336e-03,-5.4961359120e-02,-3.3328540767e-03
