Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
134910.0000,1.5011976502e+02,2.5208133959e+02,-7.7975382024e+01,-1.1222740358e-01,1.0747860551e-01,1.1200580248e-01
134920.0000,1.4899434751e+02,2.5315124729e+02,-7.6853617043e+01,-1.1285534142e-01,1.0650213688e-01,1.1234642472e-01
134930.0000,1.4786267224e+02,2.5421136761e+02,-7.5728467806e+01,-1.1347896032e-01,1.0552114627e-01,1.1268265997e-01
134940.0000,1.4672478252e+02,2.5526165554e+02,-7.4599978248e+01,-1.1409823372e-01,1.0453567088e-01,1.1301449306e-01
134950.0000,1.4558072189e+02,2.5630206644e+02,-7.3468192424e+01,-1.1471313522e-01,1.0354574813e-01,1.1334190898e-01
134960.0000,1.4443053423e+02,2.5733255604e+02,-7.2333154597e+01,-1.1532363856e-01,1.0255141563e-01,1.1366489291e-01
134970.0000,1.4327426365e+02,2.5835308039e+02,-7.1194909175e+01,-1.1592971766e-01,1.0155271118e-01,1.1398343017e-01
134980.0000,1.4211195455e+02,2.5936359597e+02,-7.0053500706e+01,-1.1653134658e-01,1.0054967280e-01,1.1429750628e-01
134990.0000,1.4094365156e+02,2.6036405963e+02,-6.8908973880e+01,-1.1712849956e-01,9.9542338677e-02,1.1460710689e-01
135000.0000,1.3976939956e+02,2.6135442858e+02,-6.7761373525e+01,-1.1772115097e-01,9.8530747214e-02,1.1491221784e-01
135010.0000,1.3858924370e+02,2.6233466044e+02,-6.6610744606e+01,-1.1830927537e-01,9.7514936999e-02,1.1521282515e-01
135020.0000,1.3740322937e+02,2.6330471324e+02,-6.5457132224e+01,-1.1889284748e-01,9.6494946812e-02,1.1550891498e-01
135030.0000,1.3621140221e+02,2.6426454538e+02,-6.4300581608e+01,-1.1947184217e-01,9.5470815624e-02,1.1580047368e-01
135040.0000,1.3501380808e+02,2.6521411566e+02,-6.3141138113e+01,-1.2004623448e-01,9.4442582596e-02,1.1608748777e-01
135050.0000,1.3381049311e+02,2.6615338330e+02,-6.1978847219e+01,-1.2061599961e-01,9.3410287076e-02,1.1636994393e-01
135060.0000,1.3260150364e+02,2.6708230792e+02,-6.0813754526e+01,-1.2118111295e-01,9.2373968599e-02,1.1664782902e-01
135070.0000,1.3138688638e+02,2.6800084943e+02,-5.9645905869e+01,-1.2174155004e-01,9.1333666884e-02,1.1692113009e-01
135080.0000,1.3016668824e+02,2.6890896817e+02,-5.8475347179e+01,-1.2229728661e-01,9.0289421835e-02,1.1718983435e-01
135090.0000,1.2894095634e+02,2.6980662490e+02,-5.7302124485e+01,-1.2284829854e-01,8.9241273537e-02,1.1745392918e-01
135100.0000,1.2770973804e+02,2.7069378081e+02,-5.6126283948e+01,-1.2339456190e-01,8.8189262258e-02,1.1771340214e-01
135110.0000,1.2647308097e+02,2.7157039744e+02,-5.4947871852e+01,-1.2393605293e-01,8.7133428443e-02,1.1796824098e-01
135120.0000,1.2523103297e+02,2.7243643678e+02,-5.3766934609e+01,-1.2447274803e-01,8.6073812717e-02,1.1821843361e-01
135130.0000,1.2398364212e+02,2.7329186120e+02,-5.2583518746e+01,-1.2500462380e-01,8.5010455881e-02,1.1846396813e-01
135140.0000,1.2273095673e+02,2.7413663350e+02,-5.1397670908e+01,-1.2553165700e-01,8.3943398911e-02,1.1870483279e-01
135150.0000,1.2147302537e+02,2.7497071688e+02,-5.0209437856e+01,-1.2605382456e-01,8.2872682960e-02,1.1894101607e-01
135160.0000,1.2020989678e+02,2.7579407495e+02,-4.9018866457e+01,-1.2657110361e-01,8.1798349348e-02,1.1917250657e-01
135170.0000,1.1894161998e+02,2.7660667176e+02,-4.7826003693e+01,-1.2708347146e-01,8.0720439573e-02,1.1939929312e-01
135180.0000,1.1766824416e+02,2.7740847174e+02,-4.6630896648e+01,-1.2759090557e-01,7.9638995296e-02,1.1962136469e-01
135190.0000,1.1638981877e+02,2.7819943978e+02,-4.5433592515e+01,-1.2809338362e-01,7.8554058352e-02,1.1983871047e-01
135200.0000,1.1510639347e+02,2.7897954116e+02,-4.4234138590e+01,-1.2859088345e-01,7.7465670740e-02,1.2005131980e-01
135210.0000,1.1381801813e+02,2.7974874160e+02,-4.3032582274e+01,-1.2908338308e-01,7.6373874623e-02,1.2025918222e-01
135220.0000,1.1252474283e+02,2.8050700725e+02,-4.1828971070e+01,-1.2957086075e-01,7.5278712332e-02,1.2046228745e-01
135230.0000,1.1122661790e+02,2.8125430465e+02,-4.0623352585e+01,-1.3005329484e-01,7.4180226355e-02,1.2066062538e-01
135240.0000,1.0992369386e+02,2.8199060080e+02,-3.9415774529e+01,-1.3053066396e-01,7.3078459345e-02,1.2085418612e-01
135250.0000,1.0861602147e+02,2.8271586310e+02,-3.8206284717e+01,-1.3100294687e-01,7.1973454112e-02,1.2104295991e-01
135260.0000,1.0730365168e+02,2.8343005938e+02,-3.6994931067e+01,-1.3147012256e-01,7.0865253623e-02,1.2122693724e-01
135270.0000,1.0598663569e+02,2.8413315790e+02,-3.5781761604e+01,-1.3193217019e-01,6.9753901001e-02,1.2140610874e-01
135280.0000,1.0466502491e+02,2.8482512734e+02,-3.4566824460e+01,-1.3238906911e-01,6.8639439525e-02,1.2158046525e-01
135290.0000,1.0333887099e+02,2.8550593679e+02,-3.3350167875e+01,-1.3284079887e-01,6.7521912622e-02,1.2174999779e-01
135300.0000,1.0200822578e+02,2.8617555577e+02,-3.2131840196e+01,-1.3328733923e-01,6.6401363875e-02,1.2191469757e-01
135310.0000,1.0067314122e+02,2.8683395433e+02,-3.0911889734e+01,-1.3372867012e-01,6.5277837017e-02,1.2207455599e-01
135320.0000,9.9333669467e+01,2.8748110291e+02,-2.9690364927e+01,-1.3416477166e-01,6.4151375929e-02,1.2222956463e-01
135330.0000,9.7989862951e+01,2.8811697239e+02,-2.8467314334e+01,-1.3459562419e-01,6.3022024638e-02,1.2237971526e-01
135340.0000,9.6641774270e+01,2.8874153407e+02,-2.7242786590e+01,-1.3502120824e-01,6.1889827316e-02,1.2252499985e-01
135350.0000,9.5289456218e+01,2.8935475971e+02,-2.6016830405e+01,-1.3544150453e-01,6.0754828277e-02,1.2266541057e-01
135360.0000,9.3932961775e+01,2.8995662150e+02,-2.4789494562e+01,-1.3585649399e-01,5.9617071980e-02,1.2280093974e-01
135370.0000,9.2572344107e+01,2.9054709211e+02,-2.3560827919e+01,-1.3626615775e-01,5.8476603024e-02,1.2293157993e-01
135380.0000,9.1207656559e+01,2.9112614461e+02,-2.2330879397e+01,-1.3667047715e-01,5.7333466143e-02,1.2305732384e-01
135390.0000,8.9838952660e+01,2.9169375257e+02,-2.1099697988e+01,-1.3706943370e-01,5.6187706214e-02,1.2317816442e-01
135400.0000,8.8466286108e+01,2.9224988999e+02,-1.9867332739e+01,-1.3746300916e-01,5.5039368246e-02,1.2329409477e-01
135410.0000,8.7089710773e+01,2.9279453132e+02,-1.8633832759e+01,-1.3785118545e-01,5.3888497381e-02,1.2340510820e-01
135420.0000,8.5709280687e+01,2.9332765150e+02,-1.7399247202e+01,-1.3823394471e-01,5.2735138898e-02,1.2351119822e-01
135430.0000,8.4325050053e+01,2.9384922590e+02,-1.6163625285e+01,-1.3861126931e-01,5.1579338202e-02,1.2361235852e-01
135440.0000,8.2937073399e+01,2.9435923029e+02,-1.4927016419e+01,-1.3898314181e-01,5.0421140825e-02,1.2370858300e-01
135450.0000,8.1545405357e+01,2.9485764092e+02,-1.3689470017e+01,-1.3934954498e-01,4.9260592425e-02,1.2379986575e-01
135460.0000,8.0150100704e+01,2.9534443449e+02,-1.2451035522e+01,-1.3971046180e-01,4.8097738790e-02,1.2388620106e-01
135470.0000,7.8751214392e+01,2.9581958819e+02,-1.1211762440e+01,-1.4006587547e-01,4.6932625828e-02,1.2396758342e-01
135480.0000,7.7348801542e+01,2.9628307965e+02,-9.9717003349e+00,-1.4041576940e-01,4.5765299569e-02,1.2404400751e-01
135490.0000,7.5942917446e+01,2.9673488697e+02,-8.7308988235e+00,-1.4076012719e-01,4.4595806166e-02,1.2411546820e-01
135500.0000,7.4533617554e+01,2.9717498870e+02,-7.4894075725e+00,-1.4109893268e-01,4.3424191886e-02,1.2418196057e-01
135510.0000,7.3120957477e+01,2.9760336386e+02,-6.2472762951e+00,-1.4143216991e-01,4.2250503116e-02,1.2424347990e-01
135520.0000,7.1704992979e+01,2.9801999195e+02,-5.0045547475e+00,-1.4175982315e-01,4.1074786356e-02,1.2430002167e-01
135530.0000,7.0285779978e+01,2.9842485291e+02,-3.7612927263e+00,-1.4208187686e-01,3.9897088221e-02,1.2435158153e-01
135540.0000,6.8863374539e+01,2.9881792717e+02,-2.5175400664e+00,-1.4239831573e-01,3.8717455437e-02,1.2439815537e-01
135550.0000,6.7437832876e+01,2.9919919562e+02,-1.2733466386e+00,-1.4270912468e-01,3.7535934839e-02,1.2443973926e-01
135560.0000,6.6009211347e+01,2.9956863961e+02,-2.8762348234e-02,-1.4301428884e-01,3.6352573371e-02,1.2447632946e-01
135570.0000,6.4577566456e+01,2.9992624098e+02,1.2161628664e+00,-1.4331379354e-01,3.5167418083e-02,1.2450792245e-01
135580.0000,6.3142954847e+01,3.0027198203e+02,2.4613790349e+00,-1.4360762435e-01,3.3980516130e-02,1.2453451490e-01
135590.0000,6.1705433309e+01,3.0060584553e+02,3.7068361552e+00,-1.4389576706e-01,3.2791914768e-02,1.2455610369e-01
135600.0000,6.0265058771e+01,3.0092781474e+02,4.9524841940e+00,-1.4417820769e-01,3.1601661355e-02,1.2457268589e-01
135610.0000,5.8821888307e+01,3.0123787337e+02,6.1982730868e+00,-1.4445493245e-01,3.0409803347e-02,1.2458425879e-01
135620.0000,5.7375979132e+01,3.0153600562e+02,7.4441527372e+00,-1.4472592782e-01,2.9216388297e-02,1.2459081985e-01
135630.0000,5.5927388605e+01,3.0182219616e+02,8.6900730162e+00,-1.4499118046e-01,2.8021463850e-02,1.2459236677e-01
135640.0000,5.4476174232e+01,3.0209643013e+02,9.9359837611e+00,-1.4525067729e-01,2.6825077748e-02,1.2458889744e-01
135650.0000,5.3022393665e+01,3.0235869314e+02,1.1181834774e+01,-1.4550440545e-01,2.5627277819e-02,1.2458040995e-01
135660.0000,5.1566104706e+01,3.0260897128e+02,1.2427575819e+01,-1.4575235230e-01,2.4428111983e-02,1.2456690260e-01
135670.0000,5.0107365309e+01,3.0284725112e+02,1.3673156623e+01,-1.4599450544e-01,2.3227628242e-02,1.2454837389e-01
135680.0000,4.8646233475e+01,3.0307351970e+02,1.4918526962e+01,-1.4623085267e-01,2.2025874692e-02,1.2452482254e-01
135690.0000,4.7182767233e+01,3.0328776461e+02,1.6163636682e+01,-1.4646138205e-01,2.0822899514e-02,1.2449624743e-01
135700.0000,4.5717024850e+01,3.0348997386e+02,1.7408435516e+01,-1.4668608185e-01,1.9618750966e-02,1.2446264769e-01
135710.0000,4.4249064700e+01,3.0368013595e+02,1.8652873197e+01,-1.4690494058e-01,1.8413477388e-02,1.2442402265e-01
135720.0000,4.2778945267e+01,3.0385823987e+02,1.9896899455e+01,-1.4711794698e-01,1.7207127196e-02,1.2438037181e-01
135730.0000,4.1306725139e+01,3.0402427510e+02,2.1140464023e+01,-1.4732509002e-01,1.5999748885e-02,1.2433169493e-01
135740.0000,3.9832463011e+01,3.0417823160e+02,2.2383516633e+01,-1.4752635891e-01,1.4791391022e-02,1.2427799193e-01
135750.0000,3.8356217676e+01,3.0432009981e+02,2.3626007025e+01,-1.4772174308e-01,1.3582102249e-02,1.2421926296e-01
135760.0000,3.6878048025e+01,3.0444987067e+02,2.4867884949e+01,-1.4791123220e-01,1.2371931277e-02,1.2415550836e-01
135770.0000,3.5398013041e+01,3.0456753560e+02,2.6109100165e+01,-1.4809481618e-01,1.1160926889e-02,1.2408672870e-01
135780.0000,3.3916171794e+01,3.0467308652e+02,2.7349602453e+01,-1.4827248517e-01,9.9491379307e-03,1.2401292474e-01
135790.0000,3.2432583432e+01,3.0476651583e+02,2.8589341618e+01,-1.4844422953e-01,8.7366133173e-03,1.2393409744e-01
135800.0000,3.0947307178e+01,3.0484781644e+02,2.9828267491e+01,-1.4861003988e-01,7.5234020260e-03,1.2385024797e-01
135810.0000,2.9460402426e+01,3.0491698172e+02,3.1066329853e+01,-1.4876990707e-01,6.3095530906e-03,1.2376137774e-01
135820.0000,2.7971928765e+01,3.0497400554e+02,3.2303478407e+01,-1.4892382221e-01,5.0951155979e-03,1.2366748833e-01
135830.0000,2.6481945752e+01,3.0501888224e+02,3.3539662977e+01,-1.4907177662e-01,3.8801386979e-03,1.2356858155e-01
135840.0000,2.4990513037e+01,3.0505160668e+02,3.4774833397e+01,-1.4921376189e-01,2.6646715946e-03,1.2346465940e-01
135850.0000,2.3497690360e+01,3.0507217421e+02,3.6008939520e+01,-1.4934976982e-01,1.4487635441e-03,1.2335572412e-01
135860.0000,2.2003537545e+01,3.0508058066e+02,3.7241931217e+01,-1.4947979247e-01,2.3246385294e-04,1.2324177812e-01
135870.0000,2.0508114494e+01,3.0507682235e+02,3.8473758385e+01,-1.4960382214e-01,-9.8417812397e-04,1.2312282404e-01
135880.0000,1.9011481185e+01,3.0506089613e+02,3.9704370948e+01,-1.4972185137e-01,-2.2011129848e-03,1.2299886472e-01
135890.0000,1.7513697666e+01,3.0503279930e+02,4.0933718865e+01,-1.4983387293e-01,-3.4182912831e-03,1.2286990323e-01
135900.0000,1.6014824052e+01,3.0499252968e+02,4.2161752127e+01,-1.4993987986e-01,-4.6356635294e-03,1.2273594282e-01
135910.0000,1.4514920519e+01,3.0494008558e+02,4.3388420765e+01,-1.5003986542e-01,-5.8531801934e-03,1.2259698697e-01
135920.0000,1.3014047307e+01,3.0487546579e+02,4.4613674847e+01,-1.5013382312e-01,-7.0707917057e-03,1.2245303935e-01
135930.0000,1.1512264712e+01,3.0479866963e+02,4.5837464488e+01,-1.5022174673e-01,-8.2884484604e-03,1.2230410386e-01
135940.0000,1.0009633087e+01,3.0470969687e+02,4.7059739842e+01,-1.5030363025e-01,-9.5061008167e-03,1.2215018459e-01
135950.0000,8.5062128386e+00,3.0460854783e+02,4.8280451113e+01,-1.5037946793e-01,-1.0723699101e-02,1.2199128585e-01
135960.0000,7.0020644293e+00,3.0449522327e+02,4.9499548547e+01,-1.5044925425e-01,-1.1941193610e-02,1.2182741216e-01
135970.0000,5.4972483735e+00,3.0436972449e+02,5.0716982438e+01,-1.5051298398e-01,-1.3158534611e-02,1.2165856824e-01
135980.0000,3.9918252387e+00,3.0423205326e+02,5.1932703129e+01,-1.5057065210e-01,-1.4375672346e-02,1.2148475904e-01
135990.0000,2.4858556461e+00,3.0408221187e+02,5.3146661007e+01,-1.5062225384e-01,-1.5592557035e-02,1.2130598969e-01
136000.0000,9.7940027080e-01,3.0392020310e+02,5.4358806507e+01,-1.5066778471e-01,-1.6809138874e-02,1.2112226556e-01
136010.0000,-5.2748015663e-01,3.0374603023e+02,5.5569090107e+01,-1.5070724044e-01,-1.8025368041e-02,1.2093359221e-01
136020.0000,-2.0347248488e+00,3.0355969702e+02,5.6777462333e+01,-1.5074061702e-01,-1.9241194699e-02,1.2073997542e-01
136030.0000,-3.5422729591e+00,3.0336120776e+02,5.7983873750e+01,-1.5076791070e-01,-2.0456568995e-02,1.2054142118e-01
136040.0000,-5.0500635795e+00,3.0315056723e+02,5.9188274964e+01,-1.5078911797e-01,-2.1671441066e-02,1.2033793568e-01
136050.0000,-6.5580357376e+00,3.0292778071e+02,6.0390616622e+01,-1.5080423559e-01,-2.2885761039e-02,1.2012952533e-01
136060.0000,-8.0661285431e+00,3.0269285395e+02,6.1590849524e+01,-1.5081326053e-01,-2.4099479026e-02,1.1991619676e-01
136070.0000,-9.5742811410e+00,3.0244579322e+02,6.2788924591e+01,-1.5081619006e-01,-2.5312545125e-02,1.1969795677e-01
136080.0000,-1.1082432533e+01,3.0218660531e+02,6.3984792721e+01,-1.5081302167e-01,-2.6524909439e-02,1.1947481241e-01
136090.0000,-1.2590521706e+01,3.0191529748e+02,6.5178404886e+01,-1.5080375310e-01,-2.7736522067e-02,1.1924677091e-01
136100.0000,-1.4098487627e+01,3.0163187750e+02,6.6369712138e+01,-1.5078838238e-01,-2.8947333107e-02,1.1901383974e-01
136110.0000,-1.5606269254e+01,3.0133635363e+02,6.7558665606e+01,-1.5076690776e-01,-3.0157292660e-02,1.1877602656e-01
136120.0000,-1.7113805531e+01,3.0102873465e+02,6.8745216504e+01,-1.5073932775e-01,-3.1366350827e-02,1.1853333924e-01
136130.0000,-1.8621035394e+01,3.0070902981e+02,6.9929316126e+01,-1.5070564113e-01,-3.2574457718e-02,1.1828578585e-01
136140.0000,-2.0127897778e+01,3.0037724887e+02,7.1110915857e+01,-1.5066584692e-01,-3.3781563448e-02,1.1803337470e-01
136150.0000,-2.1634331618e+01,3.0003340209e+02,7.2289967174e+01,-1.5061994439e-01,-3.4987618143e-02,1.1777611427e-01
136160.0000,-2.3140275856e+01,2.9967750023e+02,7.3466421651e+01,-1.5056793308e-01,-3.6192571941e-02,1.1751401328e-01
136170.0000,-2.4645669452e+01,2.9930955454e+02,7.4640230963e+01,-1.5050981277e-01,-3.7396374992e-02,1.1724708063e-01
136180.0000,-2.6150451386e+01,2.9892957676e+02,7.5811346896e+01,-1.5044558351e-01,-3.8598977462e-02,1.1697532546e-01
136190.0000,-2.7654560650e+01,2.9853757915e+02,7.6979721336e+01,-1.5037524559e-01,-3.9800329533e-02,1.1669875709e-01
136200.0000,-2.9157936026e+01,2.9813357447e+02,7.8145306092e+01,-1.5029879958e-01,-4.1000381429e-02,1.1641738507e-01
136210.0000,-3.0660516395e+01,2.9771757599e+02,7.9308053143e+01,-1.5021624630e-01,-4.2199083385e-02,1.1613121914e-01
136220.0000,-3.2162240693e+01,2.9728959744e+02,8.0467914602e+01,-1.5012758682e-01,-4.3396385662e-02,1.1584026927e-01
136230.0000,-3.3663047859e+01,2.9684965309e+02,8.1624842676e+01,-1.5003282248e-01,-4.4592238550e-02,1.1554454563e-01
136240.0000,-3.5162876843e+01,2.9639775766e+02,8.2778789672e+01,-1.4993195486e-01,-4.5786592367e-02,1.1524405858e-01
136250.0000,-3.6661666612e+01,2.9593392641e+02,8.3929708001e+01,-1.4982498581e-01,-4.6979397466e-02,1.1493881870e-01
136260.0000,-3.8159356150e+01,2.9545817508e+02,8.5077550181e+01,-1.4971191744e-01,-4.8170604233e-02,1.1462883679e-01
136270.0000,-3.9655884470e+01,2.9497051989e+02,8.6222268842e+01,-1.4959275211e-01,-4.9360163090e-02,1.1431412382e-01
136280.0000,-4.1151190611e+01,2.9447097758e+02,8.7363816725e+01,-1.4946749245e-01,-5.0548024500e-02,1.1399469102e-01
136290.0000,-4.2645213646e+01,2.9395956537e+02,8.8502146691e+01,-1.4933614133e-01,-5.1734138964e-02,1.1367054978e-01
136300.0000,-4.4137892682e+01,2.9343630096e+02,8.9637211719e+01,-1.4919870189e-01,-5.2918457027e-02,1.1334171170e-01
136310.0000,-4.5629166867e+01,2.9290120258e+02,9.0768964908e+01,-1.4905517753e-01,-5.4100929280e-02,1.1300818862e-01
136320.0000,-4.7118975385e+01,2.9235428891e+02,9.1897359481e+01,-1.4890557191e-01,-5.5281506359e-02,1.1266999255e-01
136330.0000,-4.8607257466e+01,2.9179557915e+02,9.3022348786e+01,-1.4874988895e-01,-5.6460138954e-02,1.1232713572e-01
136340.0000,-5.0093952380e+01,2.9122509298e+02,9.4143886295e+01,-1.4858813281e-01,-5.7636777802e-02,1.1197963057e-01
136350.0000,-5.1578999444e+01,2.9064285057e+02,9.5261925606e+01,-1.4842030794e-01,-5.8811373699e-02,1.1162748972e-01
136360.0000,-5.3062338016e+01,2.9004887259e+02,9.6376420445e+01,-1.4824641903e-01,-5.9983877494e-02,1.1127072602e-01
136370.0000,-5.4543907500e+01,2.8944318019e+02,9.7487324662e+01,-1.4806647103e-01,-6.1154240099e-02,1.1090935251e-01
136380.0000,-5.6023647344e+01,2.8882579503e+02,9.8594592236e+01,-1.4788046917e-01,-6.2322412487e-02,1.1054338245e-01
136390.0000,-5.7501497038e+01,2.8819673926e+02,9.9698177268e+01,-1.4768841890e-01,-6.3488345693e-02,1.1017282928e-01
136400.0000,-5.8977396113e+01,2.8755603552e+02,1.0079803399e+02,-1.4749032598e-01,-6.4651990824e-02,1.0979770666e-01
136410.0000,-6.0451284139e+01,2.8690370695e+02,1.0189411674e+02,-1.4728619639e-01,-6.5813299054e-02,1.0941802844e-01
136420.0000,-6.1923100722e+01,2.8623977717e+02,1.0298638000e+02,-1.4707603640e-01,-6.6972221630e-02,1.0903380869e-01
136430.0000,-6.3392785504e+01,2.8556427033e+02,1.0407477836e+02,-1.4685985253e-01,-6.8128709875e-02,1.0864506166e-01
136440.0000,-6.4860278256e+01,2.8487721101e+02,1.0515926659e+02,-1.4663765154e-01,-6.9282715181e-02,1.0825180183e-01
136450.0000,-6.6325518957e+01,2.8417862425e+02,1.0623979973e+02,-1.4640944048e-01,-7.0434189007e-02,1.0785404384e-01
136460.0000,-6.7788447521e+01,2.8346853562e+02,1.0731633286e+02,-1.4617522663e-01,-7.1583082900e-02,1.0745180256e-01
136470.0000,-6.9249003935e+01,2.8274697116e+02,1.0838882121e+02,-1.4593501756e-01,-7.2729348492e-02,1.0704509305e-01
136480.0000,-7.0707128269e+01,2.8201395742e+02,1.0945722015e+02,-1.4568882108e-01,-7.3872937497e-02,1.0663393057e-01
136490.0000,-7.2162760675e+01,2.8126952139e+02,1.1052148521e+02,-1.4543664526e-01,-7.5013801715e-02,1.0621833058e-01
136500.0000,-7.3615841392e+01,2.8051369058e+02,1.1158157211e+02,-1.4517849844e-01,-7.6151893035e-02,1.0579830874e-01
136510.0000,-7.5066310748e+01,2.7974649296e+02,1.1263743669e+02,-1.4491438921e-01,-7.7287163435e-02,1.0537388091e-01
136520.0000,-7.6514109164e+01,2.7896795696e+02,1.1368903497e+02,-1.4464432642e-01,-7.8419564987e-02,1.0494506313e-01
136530.0000,-7.7959177162e+01,2.7817811152e+02,1.1473632315e+02,-1.4436831920e-01,-7.9549049858e-02,1.0451187165e-01
136540.0000,-7.9401455367e+01,2.7737698602e+02,1.1577925759e+02,-1.4408637690e-01,-8.0675570309e-02,1.0407432293e-01
136550.0000,-8.0840884517e+01,2.7656461034e+02,1.1681779482e+02,-1.4379850916e-01,-8.1799078702e-02,1.0363243360e-01
136560.0000,-8.2277405469e+01,2.7574101479e+02,1.1785189158e+02,-1.4350472586e-01,-8.2919527498e-02,1.0318622049e-01
136570.0000,-8.3710959199e+01,2.7490623019e+02,1.1888150476e+02,-1.4320503715e-01,-8.4036869262e-02,1.0273570063e-01
136580.0000,-8.5141486604e+01,2.7406028789e+02,1.1990659132e+02,-1.4289945343e-01,-8.5151056679e-02,1.0228089126e-01
136590.0000,-8.6568928731e+01,2.7320321968e+02,1.2092710840e+02,-1.4258798538e-01,-8.6262042542e-02,1.0182180978e-01
136600.0000,-8.7993226793e+01,2.7233505783e+02,1.2194301338e+02,-1.4227064392e-01,-8.7369779750e-02,1.0135847382e-01
136610.0000,-8.9414322109e+01,2.7145583505e+02,1.2295426378e+02,-1.4194744023e-01,-8.8474221315e-02,1.0089090117e-01
136620.0000,-9.0832156107e+01,2.7056558455e+02,1.2396081735e+02,-1.4161838575e-01,-8.9575320365e-02,1.0041910983e-01
136630.0000,-9.2246670329e+01,2.6966433997e+02,1.2496263196e+02,-1.4128349217e-01,-9.0673030149e-02,9.9943117990e-02
136640.0000,-9.3657806438e+01,2.6875213546e+02,1.2595966571e+02,-1.4094277145e-01,-9.1767304032e-02,9.9462944018e-02
136650.0000,-9.5065506219e+01,2.6782900562e+02,1.2695187685e+02,-1.4059623580e-01,-9.2858095504e-02,9.8978606483e-02
136660.0000,-9.6469711582e+01,2.6689498548e+02,1.2793922386e+02,-1.4024389768e-01,-9.3945358180e-02,9.8490124139e-02
136670.0000,-9.7870364570e+01,2.6595011059e+02,1.2892166537e+02,-1.3988576981e-01,-9.5029045800e-02,9.7997515930e-02
136680.0000,-9.9267407359e+01,2.6499441690e+02,1.2989916024e+02,-1.3952186517e-01,-9.6109112232e-02,9.7500800985e-02
136690.0000,-1.0066078226e+02,2.6402794085e+02,1.3087166749e+02,-1.3915219700e-01,-9.7185511478e-02,9.6999998621e-02
136700.0000,-1.0205043171e+02,2.6305071934e+02,1.3183914636e+02,-1.3877677878e-01,-9.8258197672e-02,9.6495128343e-02
136710.0000,-1.0343629831e+02,2.6206278971e+02,1.3280155628e+02,-1.3839562425e-01,-9.9327125083e-02,9.5986209840e-02
136720.0000,-1.0481832478e+02,2.6106418977e+02,1.3375885689e+02,-1.3800874741e-01,-1.0039224812e-01,9.5473262984e-02
136730.0000,-1.0619645398e+02,2.6005495776e+02,1.3471100801e+02,-1.3761616252e-01,-1.0145352133e-01,9.4956307833e-02
136740.0000,-1.0757062892e+02,2.5903513240e+02,1.3565796967e+02,-1.3721788407e-01,-1.0251089940e-01,9.4435364630e-02
136750.0000,-1.0894079276e+02,2.5800475287e+02,1.3659970209e+02,-1.3681392682e-01,-1.0356433718e-01,9.3910453796e-02
136760.0000,-1.1030688878e+02,2.5696385879e+02,1.3753616572e+02,-1.3640430578e-01,-1.0461378964e-01,9.3381595937e-02
136770.0000,-1.1166886041e+02,2.5591249024e+02,1.3846732117e+02,-1.3598903622e-01,-1.0565921193e-01,9.2848811841e-02
136780.0000,-1.1302665121e+02,2.5485068777e+02,1.3939312927e+02,-1.3556813365e-01,-1.0670055933e-01,9.2312122472e-02
136790.0000,-1.1438020489e+02,2.5377849238e+02,1.4031355104e+02,-1.3514161383e-01,-1.0773778729e-01,9.1771548978e-02
136800.0000,-1.1572946529e+02,2.5269594554e+02,1.4122854770e+02,-1.3470949279e-01,-1.0877085141e-01,9.1227112682e-02
136810.0000,-1.1707437650e+02,2.5160308909e+02,1.4213808073e+02,-1.3427178679e-01,-1.0979970745e-01,9.0678835087e-02
136820.0000,-1.1841488280e+02,2.5049996528e+02,1.4304211189e+02,-1.3382851234e-01,-1.1082431132e-01,9.0126737871e-02
136830.0000,-1.1975092859e+02,2.4938661689e+02,1.4394060307e+02,-1.3337968621e-01,-1.1184461909e-01,8.9570842888e-02
136840.0000,-1.2108245841e+02,2.4826308710e+02,1.4483351639e+02,-1.3292532541e-01,-1.1286058703e-01,8.9011172167e-02
136850.0000,-1.2240941699e+02,2.4712941954e+02,1.4572081420e+02,-1.3246544721e-01,-1.1387217153e-01,8.8447747913e-02
136860.0000,-1.2373174923e+02,2.4598565827e+02,1.4660245905e+02,-1.3200006911e-01,-1.1487932918e-01,8.7880592503e-02
136870.0000,-1.2504940022e+02,2.4483184777e+02,1.4747841376e+02,-1.3152920887e-01,-1.1588201673e-01,8.7309728487e-02
136880.0000,-1.2636231521e+02,2.4366803298e+02,1.4834864135e+02,-1.3105288449e-01,-1.1688019111e-01,8.6735178586e-02
136890.0000,-1.2767043966e+02,2.4249425922e+02,1.4921310506e+02,-1.3057111422e-01,-1.1787380942e-01,8.6156965692e-02
136900.0000,-1.2897371921e+02,2.4131057228e+02,1.5007176840e+02,-1.3008391655e-01,-1.1886282894e-01,8.5575112867e-02
136910.0000,-1.3027209969e+02,2.4011701833e+02,1.5092459508e+02,-1.2959131022e-01,-1.1984720713e-01,8.4989643340e-02
136920.0000,-1.3156552714e+02,2.3891364398e+02,1.5177154908e+02,-1.2909331420e-01,-1.2082690163e-01,8.4400580510e-02
136930.0000,-1.3285394781e+02,2.3770049624e+02,1.5261259461e+02,-1.2858994772e-01,-1.2180187026e-01,8.3807947942e-02
