station,t,rho_km,rho_dot_km_s,elev_rad
Station 2,22240.0,3828.0078932023594,0.930288459945028,1.1519746146438403
Station 2,22250.0,3837.5772818405994,0.9834742826425041,1.1428330160487137
Station 2,22260.0,3847.676019883381,1.0362226574470244,1.1334156072245498
Station 2,22270.0,3858.2991288096077,1.0885057419332917,1.1237477729693757
Station 2,22280.0,3869.443583061185,1.1403128465045875,1.113853453968896
Station 2,22290.0,3881.105017347672,1.1916230726607457,1.1037551521531206
Station 2,22300.0,3893.2737125158524,1.2424210438443566,1.0934739568599172
Station 2,22310.0,3905.95093662264,1.2926905821929024,1.083029586418036
Station 2,22320.0,3919.127976428338,1.3424200839679212,1.0724404406618262
Station 2,22330.0,3932.7978138270705,1.3915919568076294,1.0617236607236298
Station 2,22340.0,3946.9571242413867,1.4401983043884852,1.0508951931922799
Station 2,22350.0,3961.599830271712,1.4882244377277472,1.0399698563673108
Station 2,22360.0,3976.7197090208288,1.5356611411826544,1.028961406878514
Station 2,22370.0,3992.3103837643134,1.5824954955800585,1.0178826053857974
Station 2,22380.0,4008.3654468830778,1.6287233855268546,1.0067452804348047
Station 2,22390.0,4024.881062201492,1.6743326530709877,0.9955603898304985
Station 2,22400.0,4041.851996562256,1.7193219768934696,0.9843380791153249
Station 2,22410.0,4059.267009219047,1.7636788724800359,0.9730877369111945
Station 2,22420.0,4077.1249741718143,1.8073982441728347,0.961818047014918
Station 2,22430.0,4095.4132305256558,1.8504809446395298,0.9505370372315362
Station 2,22440.0,4114.132769213248,1.8929172744780072,0.9392521249816245
Station 2,22450.0,4133.268432317899,1.9347067028922913,0.9279701598557747
Station 2,22460.0,4152.82401845372,1.9758481330338338,0.9166974631773348
Station 2,22470.0,4172.784531347707,2.016333366609091,0.905439864754142
Station 2,22480.0,4193.1484686343165,2.0561709916357285,0.8942027369952966
Station 2,22490.0,4213.904445748188,2.0953556102227635,0.8829910265587328
Station 2,22500.0,4235.051262120406,2.1338871254131524,0.8718092836996106
Station 2,22510.0,4256.5803174501625,2.1717662059009313,0.8606616894850524
Station 2,22520.0,4278.486711182472,2.2089956815418317,0.8495520810338859
Station 2,22530.0,4300.759106862577,2.2455764316291793,0.8384839749317771
Station 2,22540.0,4323.395839004288,2.2815128126198703,0.8274605889629465
Station 2,22550.0,4346.385600484231,2.3168039874367574,0.81648486229018
Station 2,22560.0,4369.730182918487,2.3514567678228,0.8055594742052709
Station 2,22570.0,4393.414949255059,2.3854728105253478,0.7946868615626913
Station 2,22580.0,4417.435251367256,2.418858136114179,0.7838692350003019
Station 2,22590.0,4441.788017631292,2.451615210001072,0.7731085940423909
Station 2,22600.0,4466.466048611427,2.4837521964534117,0.7624067411723475
Station 2,22610.0,4491.46228086237,2.5152702586298066,0.7517652949548327
Station 2,22620.0,4516.769286523509,2.546175015092982,0.741185702280448
Station 2,22630.0,4542.383880621919,2.5764786239006447,0.730669249799568
Station 2,22640.0,4568.2958688895915,2.6061811163527877,0.7202170746062411
Station 2,22650.0,4594.506208834159,2.6352887899814057,0.7098301742277553
Station 2,22660.0,4621.0020477073385,2.6638111772759085,0.6995094159706841
Station 2,22670.0,4647.780031946576,2.6917502031482656,0.689255545669843
Station 2,22680.0,4674.832926452444,2.7191156038374418,0.6790691958826452
Station 2,22690.0,4702.160582174125,2.745920398088277,0.6689508935677408
Station 2,22700.0,4729.749352506487,2.772160460084974,0.6589010672835951
Station 2,22710.0,4757.602345256589,2.7978492444759056,0.6489200539397101
Station 2,22720.0,4785.704345108643,2.8229904576378115,0.6390081051305442
Station 2,22730.0,4814.058784435929,2.8475975378585634,0.6291653930797717
Station 2,22740.0,4842.6566088165255,2.871672522579333,0.6193920162203557
Station 2,22750.0,4871.489639731308,2.8952223963086055,0.6096880044339259
Station 2,22760.0,4900.556626876995,2.9182605032354823,0.6000533239711745
Station 2,22770.0,4929.853691787221,2.9407896183573112,0.5904878820733485
Station 2,22780.0,4959.3721951605785,2.9628176272102755,0.5809915313134538
Station 2,22790.0,4989.108490781551,2.9843561472357814,0.571564073674258
Station 2,22800.0,5019.058281467474,3.0054075118265593,0.5622052643570652
Station 2,22810.0,5049.215399684285,3.0259778232338372,0.5529148153955107
Station 2,22820.0,5079.5762223141965,3.0460827858618114,0.5436923990476314
Station 2,22830.0,5110.134695219765,3.065722699577898,0.5345376509595543
Station 2,22840.0,5140.888638921885,3.0849060932630965,0.5254501731471296
Station 2,22850.0,5171.83264151358,3.103642906142466,0.5164295367957101
Station 2,22860.0,5202.959564896658,3.121939991943391,0.5074752848886723
Station 2,22870.0,5234.268444351384,3.1398026516996196,0.49858693467462645
Station 2,22880.0,5265.75512682125,3.157240429196934,0.489763979982643
Station 2,22890.0,5297.415279093674,3.1742603420811584,0.4810058933942396
Station 2,22900.0,5329.241197744785,3.1908669016366793,0.4723121282803691
Station 2,22910.0,5361.226669808102,3.2070697233986762,0.46368212071113796
Station 2,22920.0,5393.378625347327,3.222874906008999,0.45511529124554023
Station 2,22930.0,5425.685052161333,3.2382860878077446,0.4466110466080611
Station 2,22940.0,5458.143398626188,3.253314800218563,0.4381687812586143
Station 2,22950.0,5490.750199502569,3.2679667584105783,0.42978787886189757
Station 2,22960.0,5523.501021955568,3.282248090044081,0.4214677136619207
Station 2,22970.0,5556.393780992958,3.296162161876605,0.41320765176710816
Station 2,22980.0,5589.42253309927,3.3097205061019075,0.4050070523511146
Station 2,22990.0,5622.585606779703,3.322924832011674,0.3968652687741579
Station 2,23000.0,5655.879957685219,3.33578518764512,0.388781649629451
Station 2,23010.0,5689.3018140221275,3.3483069435303365,0.3807555397190264
Station 2,23020.0,5722.846743963272,3.3604931563968,0.3727862809630302
Station 2,23030.0,5756.512965770089,3.3723519957765826,0.3648732132463313
Station 2,23040.0,5790.291419821344,3.383888422612442,0.35701567520607547
Station 2,23050.0,5824.188348002757,3.3951093717165213,0.34921300496362756
Station 2,23060.0,5858.193236362025,3.406022021419774,0.3414645408041363
Station 2,23070.0,5892.306426280672,3.416627178366385,0.33376962180680547
Station 2,23080.0,5926.525537636645,3.42693298368268,0.32612758842875883
Station 2,23090.0,5960.844352486654,3.4369459354629655,0.3185377830452475
Station 2,23100.0,5995.262031399397,3.446667717905105,0.31099955044878974
Station 2,23110.0,6029.776175692629,3.4561068845842384,0.3035122383096934
Station 2,23120.0,6064.383015865347,3.4652641897091137,0.29607519760027234
Station 2,23130.0,6099.0802215259555,3.4741516341199614,0.28868778298494896
Station 2,23140.0,6133.866563144183,3.482767422775302,0.2813493531783096
Station 2,23150.0,6168.73596031931,3.4911170182388838,0.27405927127305807
Station 2,23160.0,6203.686495725012,3.499210127355723,0.26681690503136307
Station 2,23170.0,6238.7176110757355,3.5070468752860946,0.2596216271427572
Station 2,23180.0,6273.828649087421,3.514630677363297,0.2524728155052103
Station 2,23190.0,6309.010719299627,3.5219693453698966,0.24536985343463397
Station 2,23200.0,6344.266165446643,3.529068112872258,0.2383121298659513
Station 2,23210.0,6379.591295860815,3.5359253361424647,0.2312990395347774
Station 2,23220.0,6414.983905262895,3.542550716252457,0.22432998313981228
Station 2,23230.0,6450.440797759546,3.54894506007602,0.21740436748716385
Station 2,23240.0,6485.963351446656,3.5551112481525395,0.2105216056177747
Station 2,23250.0,6521.544334498259,3.561060477124793,0.20368111691904398
Station 2,23260.0,6557.182837432548,3.566789384296345,0.19688232722168114
Station 2,23270.0,6592.875747441022,3.5723031702561507,0.19012466888277071
Station 2,23280.0,6628.628112994801,3.5776065976651394,0.1834075808559638
Station 2,23290.0,6664.429833787371,3.5827013346198715,0.17673050874967403
Station 1,25750.0,6642.285525397326,-3.60853157752234,0.1809120268104551
Station 1,25760.0,6606.222104516188,-3.604092626571566,0.18767093517521716
Station 1,25770.0,6570.204933775357,-3.5994550538559467,0.1944725887042776
Station 1,25780.0,6534.232968459768,-3.5946183557937097,0.20131763794338906
Station 1,25790.0,6498.3096206204045,-3.5895827868832026,0.20820674385519855
Station 1,25800.0,6462.443991321609,-3.5843422385292953,0.2151405779270364
Station 1,25810.0,6426.627803005451,-3.5788894901375334,0.22211982227460195
Station 1,25820.0,6390.865662609511,-3.573226606113315,0.22914516974110988
Station 1,25830.0,6355.160457205019,-3.5673432731128716,0.23621732399142129
Station 1,25840.0,6319.519774414369,-3.561242196472626,0.24333699960064945
Station 1,25850.0,6283.9378966635695,-3.554916846799126,0.2505049221367077
Station 1,25860.0,6248.420138069484,-3.5483616007413525,0.25772182823622375
Station 1,25870.0,6212.972208588817,-3.541575108234978,0.26498846567321643
Station 1,25880.0,6177.593313729821,-3.5345498365330643,0.27230559341989174
Station 1,25890.0,6142.281458411845,-3.5272817790561715,0.27967398169887603
Station 1,25900.0,6107.04581424038,-3.5197706010881027,0.28709441202615893
Station 1,25910.0,6071.885633881907,-3.512006338448823,0.29456767724399613
Station 1,25920.0,6036.806092709354,-3.503991382427977,0.302094581542943
Station 1,25930.0,6001.809628560958,-3.495712392712473,0.30967594047218167
Station 1,25940.0,5966.8928165884645,-3.4871745851335643,0.3173125809372308
Station 1,25950.0,5932.064660013079,-3.478361817690318,0.32500534118408975
Station 1,25960.0,5897.326271300471,-3.469275519510972,0.3327550707688059
Station 1,25970.0,5862.680942930914,-3.459909308987073,0.3405626305114256
Station 1,25980.0,5828.128421841077,-3.450261586238188,0.348428892433192
Station 1,25990.0,5793.676827463554,-3.440323210798134,0.3563547396758392
Station 1,26000.0,5759.323265418934,-3.4300848332231846,0.364341066401743
Station 1,26010.0,5725.076308570854,-3.419549809903826,0.37238877767364204
Station 1,26020.0,5690.935844001676,-3.4087069766390266,0.38049878931257225
Station 1,26030.0,5656.902073279635,-3.397546496998193,0.38867202773260184
Station 1,26040.0,5622.984552579814,-3.3860751644882474,0.3969094297508771
Station 1,26050.0,5589.18305997098,-3.3742734563435213,0.4052119423714318
Station 1,26060.0,5555.500507698636,-3.3621461805457753,0.4135805225411388
Station 1,26070.0,5521.940944060087,-3.349677066884058,0.4220161368761098
Station 1,26080.0,5488.508695660949,-3.3368691851116767,0.43051976135679343
Station 1,26090.0,5455.201756781773,-3.323709791417172,0.43909238098992437
Station 1,26100.0,5422.034219703303,-3.3101957188324094,0.44773498943543216
Station 1,26110.0,5389.000561112093,-3.296316791682263,0.4564485885963274
Station 1,26120.0,5356.10966572897,-3.2820701070870872,0.46523418816026174
Station 1,26130.0,5323.362743994896,-3.267445742484257,0.4740928051028917
Station 1,26140.0,5290.761893319388,-3.2524387590302664,0.48302546317904055
Station 1,26150.0,5258.3133541877405,-3.2370397717840147,0.49203319232912907
Station 1,26160.0,5226.022752670868,-3.2212462848461314,0.5011170280513659
Station 1,26170.0,5193.892720543263,-3.2050449748563077,0.5102780107240298
Station 1,26180.0,5161.9223878714665,-3.1884320472069,0.5195171848749547
Station 1,26190.0,5130.1229274648285,-3.171400700681203,0.5288355983957468
Station 1,26200.0,5098.496476405093,-3.153942054930964,0.5382343016982096
Station 1,26210.0,5067.04559929709,-3.136047345626564,0.5477143468104243
Station 1,26220.0,5035.777531583782,-3.117708860985191,0.5572767864098834
Station 1,26230.0,5004.691866229578,-3.0989223545399085,0.5669226727910675
Station 1,26240.0,4973.799111451041,-3.0796746205533587,0.5766530567648221
Station 1,26250.0,4943.098673011002,-3.0599628880913348,0.586468986486899
Station 1,26260.0,4912.602085032519,-3.0397744113753946,0.5963715062130339
Station 1,26270.0,4882.307434863961,-3.019103565196346,0.6063616549779355
Station 1,26280.0,4852.220823701426,-2.9979430569926366,0.6164404651956146
Station 1,26290.0,4822.349133528153,-2.9762841918129013,0.6266089611785233
Station 1,26300.0,4792.697843036061,-2.954116813868237,0.6368681575730439
Station 1,26310.0,4763.272090391956,-2.931433195398856,0.6472190577089443
Station 1,26320.0,4734.0693209191,-2.908227797485439,0.657662651860551
Station 1,26330.0,4705.107021413813,-2.8844905485242456,0.6681999154174821
Station 1,26340.0,4676.382363627929,-2.8602147430192377,0.6788318069629675
Station 1,26350.0,4647.901554972192,-2.8353871771814614,0.6895592662579503
Station 1,26360.0,4619.677530368872,-2.810009446456712,0.7003832121293643
Station 1,26370.0,4591.705936246142,-2.78406288394224,0.7113045402612239
Station 1,26380.0,4563.996555443628,-2.7575426528338967,0.7223241208874192
Station 1,26390.0,4536.55675374689,-2.730445444872097,0.7334427963854098
Station 1,26400.0,4509.389727236973,-2.7027581410200594,0.7446613787703185
Station 1,26410.0,4482.505056179894,-2.674475372111401,0.7559806470893075
Station 1,26420.0,4455.901992813486,-2.6455906995487974,0.7674013447164685
Station 1,26430.0,4429.592268479383,-2.6160932266352512,0.77892417654893
Station 1,26440.0,4403.582965831805,-2.5859793354752116,0.7905498061052665
Station 1,26450.0,4377.875686950409,-2.555239774977036,0.8022788525278253
Station 1,26460.0,4352.482069009054,-2.5238714577118406,0.8141118874910634
Station 1,26470.0,4327.400914761592,-2.4918616694196123,0.8260494320185091
Station 1,26480.0,4302.646561761965,-2.4592099700593586,0.8380919532081095
Station 1,26490.0,4278.219001130585,-2.425904891709681,0.8502398608622522
Station 1,26500.0,4254.127872769652,-2.3919444660640212,0.862493504078675
Station 1,26510.0,4230.384770086711,-2.3573259945889697,0.8748531677288366
Station 1,26520.0,4206.98437924905,-2.3220397804900768,0.887319068874466
Station 1,26530.0,4183.943368325129,-2.2860849228168707,0.8998913531223195
Station 1,26540.0,4161.266894545862,-2.2494544025331806,0.9125700909208915
Station 1,26550.0,4138.958280810577,-2.212147382716546,0.9253552738056555
Station 1,26560.0,4117.025510562537,-2.1741582704474482,0.9382468105996334
Station 1,26570.0,4095.4766168480455,-2.135489368764017,0.9512445235761546
Station 1,26580.0,4074.3193914397298,-2.0961340679261165,0.9643481445904951
Station 1,26590.0,4053.5573884611163,-2.0560956586209334,0.9775573111866728
Station 1,26600.0,4033.1987827374255,-2.0153693530974697,0.9908715626849405
Station 1,26610.0,4013.250835240566,-1.9739551198204475,1.0042903362542333
Station 1,26620.0,3993.7187910764096,-1.9318578671826685,1.0178129629721049
Station 1,26630.0,3974.616134724484,-1.8890766923935092,1.0314386638721378
Station 1,26640.0,3955.941262723781,-1.845615296300356,1.0451665459753472
Station 1,26650.0,3937.7075395344887,-1.8014769696457897,1.0589955982974388
Station 1,26660.0,3919.9143356819723,-1.7566622347692982,1.0729246878174978
Station 1,26670.0,3902.574473172133,-1.7111810372316867,1.0869525553854327
Station 1,26680.0,3885.692771984096,-1.6650350158667415,1.101077811534422
Station 1,26690.0,3869.2767948464993,-1.6182348267763287,1.1152989321500832
Station 1,26700.0,3853.3302470534445,-1.5707837118614207,1.1296142539286884
Station 1,26710.0,3837.863346180417,-1.5226922045566613,1.1440219695309386
Station 1,26720.0,3822.8802116679094,-1.4739731819145865,1.1585201223031532
Station 1,26730.0,3808.3854408035604,-1.4246330750223186,1.1731066003909527
Station 1,26740.0,3794.3889717730717,-1.3746856751625087,1.1877791300067277
Station 1,26750.0,3780.8942662366235,-1.3241407546783808,1.2025352675243912
Station 1,26760.0,3767.908011457535,-1.2730178421893832,1.217372389952725
Station 1,26770.0,3755.4335971324767,-1.2213245666241668,1.2322876831664225
Station 1,26780.0,3743.481878573629,-1.1690814465716715,1.2472781270278412
Station 1,26790.0,3732.0556790758355,-1.1163029750567859,1.262340476175681
Station 1,26800.0,3721.1587579918787,-1.0630091815927465,1.2774712347308574
Station 1,26810.0,3710.7968960839125,-1.0092143390729207,1.2926666223806569
Station 1,26820.0,3700.9731074256338,-0.9549465552886179,1.3079225280949465
Station 1,26830.0,3691.6983720927788,-0.9002201300070348,1.3232344458413323
Station 1,26840.0,3682.970645425167,-0.8450539151141712,1.3385973836469582
Station 1,26850.0,3674.8013292789633,-0.7894780543365166,1.3540057323934198
Station 1,26860.0,3667.182793670204,-0.7335116027369891,1.369453072366282
Station 1,26870.0,3660.1307257374683,-0.67718139020448,1.3849318809073317
Station 1,26880.0,3653.6426941439117,-0.6205114193480029,1.4004330780189782
Station 1,26890.0,3647.720548604894,-0.563525672240722,1.4159452966583355
Station 1,26900.0,3642.3710267730194,-0.5062529837138986,1.431453665142385
Station 1,26910.0,3637.597081671595,-0.44872164410944915,1.446937681051131
Station 1,26920.0,3633.396453535618,-0.39095696946233394,1.4623672910944903
Station 1,26930.0,3629.778650981996,-0.33298917599060096,1.4776951704121635
Station 1,26940.0,3626.7387822691876,-0.2748464310219885,1.4928402394772737
Station 1,26950.0,3624.282692780062,-0.21655794688472843,1.5076488207901024
Station 1,26960.0,3622.4066146175523,-0.1581556759834466,1.5217917290168328
Station 1,26970.0,3621.120109834059,-0.09966813934417441,1.5344588191789543
Station 1,26980.0,3620.4164667024625,-0.041122814954609475,1.5434887686259697
Station 1,26990.0,3620.2962165754752,0.017446082850853615,1.54475818704372
Station 1,27000.0,3620.764763159848,0.07601155321545759,1.5373688988662624
Station 1,27010.0,3621.8171239529747,0.1345402292728965,1.5253703142490787
Station 1,27020.0,3623.456537151366,0.19300251793230225,1.511505238402678
Station 1,27030.0,3625.6776513690147,0.2513692365417524,1.4968257140790155
Station 1,27040.0,3628.481818531058,0.30960816953728737,1.4817447822479346
Station 1,27050.0,3631.866833374445,0.3676933693878276,1.4664483937647732
Station 1,27060.0,3635.8338217830014,0.4255937829167738,1.4510317200927578
Station 1,27070.0,3640.3792781751526,0.4832820162833544,1.4355489392020637
Station 1,27080.0,3645.4991756561467,0.5407286999441374,1.4200337439918262
Station 1,27090.0,3651.1927527661705,0.5979058056260385,1.4045087160246346
Station 1,27100.0,3657.4582640657413,0.6547839524643861,1.3889899908822838
Station 1,27110.0,3664.2882318781494,0.7113402070936308,1.373489747310891
Station 1,27120.0,3671.68383458358,0.767552547177253,1.3580176134749735
Station 1,27130.0,3679.6378538038284,0.8233887343130524,1.3425815001546
Station 1,27140.0,3688.149117612356,0.878824584391638,1.327188114566992
Station 1,27150.0,3697.2122723182815,0.9338429952643602,1.3118432881919915
Station 1,27160.0,3706.8234655400893,0.9884208833680433,1.296552192124102
Station 1,27170.0,3716.9799607090404,1.042530227337231,1.2813194821715255
Station 1,27180.0,3727.675082545941,1.0961572567167455,1.2661493988285997
Station 1,27190.0,3738.9012421777466,1.149284264175573,1.2510458375517612
Station 1,27200.0,3750.65832570477,1.2018820246683393,1.236012399081162
Station 1,27210.0,3762.936188399928,1.2539444589217208,1.2210524260997835
Station 1,27220.0,3775.7342975852785,1.3054492873340964,1.2061690304278645
Station 1,27230.0,3789.044263880963,1.3563843979325194,1.191365113557262
Station 1,27240.0,3802.860601511875,1.4067341666204043,1.176643382431183
Station 1,27250.0,3817.1769277239887,1.4564828081589727,1.1620063618386027
Station 1,27260.0,3831.9879965292885,1.5056241429319661,1.1474564043668896
Station 1,27270.0,3847.287129961984,1.5541386214855628,1.1329956985911944
Station 1,27280.0,3863.0692059399657,1.6020246382885917,1.1186262759899501
Station 1,27290.0,3879.326095453408,1.6492662533663185,1.104350016941971
Station 1,27300.0,3896.051463758637,1.6958585050473232,1.0901686560648667
Station 1,27310.0,3913.239835655445,1.7417951988621738,1.0760837870849587
Station 1,27320.0,3930.8847473482774,1.7870641590709915,1.0620968673781208
Station 1,27330.0,3948.981427538424,1.8316658484755401,1.0482092222833619
Station 1,27340.0,3967.516926914961,1.875595231378723,1.034422049263028
Station 1,27350.0,3986.4902858254145,1.918845810857995,1.0207364219625514
Station 1,27360.0,4005.8920638900854,1.9614157833585177,1.007153294206885
Station 1,27370.0,4025.715501981812,2.0033040530874593,0.9936735039589046
Station 1,27380.0,4045.955376630685,2.044507653900815,0.9802977772560273
Station 1,27390.0,4066.603690998552,2.0850269956857876,0.9670267321345379
Station 1,27400.0,4087.651778120499,2.1248615962164763,0.953860882546041
Station 1,27410.0,4109.098652577727,2.1640133484479156,0.9408006422666576
Station 1,27420.0,4130.930582636677,2.202481802900656,0.9278463287968397
Station 1,27430.0,4153.14484216312,2.2402699519089957,0.9149981672476879
Station 1,27440.0,4175.734674985401,2.2773805001357403,0.9022562942082867
Station 1,27450.0,4198.693710813846,2.3138138985713015,0.8896207615877112
Station 1,27460.0,4222.006774003626,2.349580006640223,0.8770915404248024
Station 1,27470.0,4245.678268757998,2.384678495636549,0.8646685246586617
Station 1,27480.0,4269.699908799111,2.4191102393532264,0.8523515348527427
Station 1,27490.0,4294.058365707634,2.452888109976463,0.8401403218656611
Station 1,27500.0,4318.755282402994,2.4860155678151563,0.8280345704621167
Station 1,27510.0,4343.776412238398,2.5184933699869623,0.8160339028577439
Station 1,27520.0,4369.1235937609235,2.550330708439404,0.8041378821921833
Station 1,27530.0,4394.782927219317,2.5815332752733617,0.7923460159251599
Station 1,27540.0,4420.750785460126,2.6121089815782907,0.7806577591509538
Station 1,27550.0,4447.024294149543,2.6420624291381114,0.7690725178271558
Station 1,27560.0,4473.591098467408,2.671401601762837,0.7575896519141987
Station 1,27570.0,4500.449725566897,2.7001360564259356,0.7462084784071394
Station 1,27580.0,4527.590438690014,2.728268189955943,0.7349282742870811
Station 1,27590.0,4555.012871341359,2.7558121930133694,0.723748279400219
Station 1,27600.0,4582.70473308615,2.782768678921769,0.7126676992011106
Station 1,27610.0,4610.668312148,2.8091497511146426,0.7016857074106994
Station 1,27620.0,4638.887887879566,2.8349636065222192,0.6908014485748746
Station 1,27630.0,4667.363489664353,2.8602148623467905,0.6800140405234197
Station 1,27640.0,4696.0904954719035,2.8849142458862533,0.6693225767296305
Station 1,27650.0,4725.059930190298,2.909070190441455,0.658726128571203
Station 1,27660.0,4754.268827698135,2.9326890267089025,0.6482237474933594
Station 1,27670.0,4783.711942019445,2.9557804300210666,0.6378144670754067
Station 1,27680.0,4813.381084214743,2.978351830017091,0.6274973050022115
Station 1,27690.0,4843.276679847765,3.0004119305601176,0.6172712649422731
Station 1,27700.0,4873.389665954822,3.021969561526607,0.6071353383343014
Station 1,27710.0,4903.714108367676,3.043028269977573,0.5970885060843423
Station 1,27720.0,4934.250505115855,3.0636026039758746,0.5871297401756607
Station 1,27730.0,4964.984960831235,3.083696824075238,0.5772580051937051
Station 1,27740.0,4995.921071304224,3.103323517566758,0.567472259768571
Station 1,27750.0,5027.052220129488,3.122483722619352,0.557771457937471
Station 1,27760.0,5058.36976503899,3.1411906805384695,0.5481545504297667
Station 1,27770.0,5089.874667240469,3.1594484329698167,0.538620485877175
Station 1,27780.0,5121.55660515454,3.177265899993323,0.5291682119517762
Station 1,27790.0,5153.414875392095,3.1946532276158495,0.5197966764344762
Station 1,27800.0,5185.445584946405,3.2116138135451573,0.510504828216566
Station 1,27810.0,5217.646027988767,3.228158640899042,0.5012916182370303
Station 1,27820.0,5250.010100886512,3.244295062491682,0.4921560003581999
Station 1,27830.0,5282.532770858065,3.260027979854728,0.4830969321823676
Station 1,27840.0,5315.210136968096,3.2753671395715966,0.4741133758118968
Station 1,27850.0,5348.036549326431,3.29031793371299,0.4652042985553499
Station 1,27860.0,5381.013545673614,3.304886496528555,0.45636867358207567
Station 1,27870.0,5414.134842516297,3.319085912541545,0.44760548052768484
Station 1,27880.0,5447.392456448194,3.3329125136607147,0.4389137060527433
Station 1,27890.0,5480.790537009778,3.3463791473007043,0.43029234435697394
Station 1,27900.0,5514.321344086012,3.3594959672578506,0.42174039765118726
Station 1,27910.0,5547.980370900916,3.3722633396782684,0.41325687658908766
Station 1,27920.0,5581.766175556418,3.3846889595503344,0.4048408006610468
Station 1,27930.0,5615.672967401586,3.3967821505439924,0.3964911985442408
Station 1,27940.0,5649.699436768012,3.4085427053864166,0.38820710840858647
Station 1,27950.0,5683.841754411071,3.419984817517685,0.3799875782423805
Station 1,27960.0,5718.098680150458,3.431106806825158,0.3718316660980598
Station 1,27970.0,5752.463477021182,3.4419203261009197,0.3637384403219825
Station 1,27980.0,5786.936518913032,3.4524272328076546,0.35570697975863813
Station 1,27990.0,5821.509944704223,3.4626355764290744,0.3477363739292703
Station 1,28000.0,5856.189258029671,3.4725479743172043,0.3398257231864542
Station 1,28010.0,5890.9606018164095,3.4821738788468606,0.33197413884606375
Station 1,28020.0,5925.829580951834,3.4915158102783614,0.3241807432980303
Station 1,28030.0,5960.791396399658,3.500577180957299,0.316444670097223
Station 1,28040.0,5995.841277449553,3.509366247148115,0.3087650640357034
Station 1,28050.0,6030.977674022766,3.5178884826711623,0.3011410811975825
Station 1,28060.0,6066.196922412809,3.526147925517649,0.29357188899761466
Station 1,28070.0,6101.497049075143,3.534146351358059,0.2860566662046285
Station 1,28080.0,6136.879430872797,3.5418887159696335,0.2785946029508345
Station 1,28090.0,6172.3369143331165,3.549387672018633,0.27118490072799684
Station 1,28100.0,6207.866977058646,3.5566399066958563,0.26382677237140295
Station 1,28110.0,6243.469121799544,3.563647583974897,0.25651944203252647
Station 1,28120.0,6279.138346596234,3.5704231486219453,0.249262145141222
Station 1,28130.0,6314.8750475108545,3.576962086663111,0.2420541283582441
Station 1,28140.0,6350.676029221163,3.583279380179264,0.23489464951885566
Station 1,28150.0,6386.5412172249,3.589366076097634,0.22778297756822707
Station 1,28160.0,6422.464063440955,3.5952340621307517,0.22071839248931002
Station 1,28170.0,6458.444594202646,3.6008893326476645,0.21370018522380976
Station 1,28180.0,6494.480843968569,3.606330241049707,0.20672765758686937
Station 1,28190.0,6530.570267140919,3.611561468874322,0.19980012217601767
Station 1,28200.0,6566.711059801149,3.616587490460303,0.1929169022749266
Station 1,28210.0,6602.90230365256,3.6214118743202643,0.1860773317524621
Station 1,28220.0,6639.138284914384,3.626039030991872,0.17928075495751758
Station 3,29150.0,6645.855449077944,-3.6338302210533255,0.1774680880538232
Station 3,29160.0,6609.539780669834,-3.629270341269531,0.18425432144914403
Station 3,29170.0,6573.270916339561,-3.6245103710413424,0.1910834758229461
Station 3,29180.0,6537.049962115133,-3.6195488704677774,0.19795620542320713
Station 3,29190.0,6500.8783140352625,-3.6143794157480964,0.20487317494134885
Station 3,29200.0,6464.762724576855,-3.6090060211203676,0.21183505961485952
Station 3,29210.0,6428.699400245653,-3.6034141993498525,0.21884254532541136
Station 3,29220.0,6392.694325805058,-3.597606771761524,0.22589632869199738
Station 3,29230.0,6356.7485453828,-3.591579784642963,0.23299711715857802
Station 3,29240.0,6320.863130191573,-3.585326511902597,0.2401456290756861
Station 3,29250.0,6285.042289513187,-3.578844623761645,0.24734259377542345
Station 3,29260.0,6249.287943098889,-3.572132187952094,0.25458875163922035
Station 3,29270.0,6213.601392733795,-3.565180047480624,0.26188485415771123
Station 3,29280.0,6177.985191352744,-3.557986253103965,0.2692316639820336
Station 3,29290.0,6142.444051092971,-3.550548875435507,0.27662995496580944
Station 3,29300.0,6106.97639388081,-3.542858208357878,0.2840805121970323
Station 3,29310.0,6071.585278024034,-3.53491554113044,0.29158413201903177
Station 3,29320.0,6036.27696432518,-3.526711673185876,0.2991416220396408
Station 3,29330.0,6001.052261921484,-3.5182440486270914,0.3067538011276392
Station 3,29340.0,5965.913510052417,-3.509503871414628,0.3144214993954963
Station 3,29350.0,5930.864252750955,-3.500493429606857,0.3221455581673787
Station 3,29360.0,5895.903233341957,-3.491202298154005,0.3299268299313316
Station 3,29370.0,5861.038931894502,-3.4816265338314976,0.33776617827448224
Station 3,29380.0,5826.272247236059,-3.4717616683471917,0.3456644778000596
Station 3,29390.0,5791.608340266002,-3.4615988639823407,0.3536226140249417
Station 3,29400.0,5757.042706617693,-3.45113744130128,0.36164148325639967
Station 3,29410.0,5722.581996165438,-3.440368206555792,0.3697219924454713
Station 3,29420.0,5688.23516277257,-3.429287961817253,0.377865058993276
Station 3,29430.0,5653.997051390649,-3.4178889651822715,0.3860716105854026
Station 3,29440.0,5619.878774201065,-3.406166832682114,0.3943425849693612
Station 3,29450.0,5585.876481603206,-3.394111346019379,0.40267892969616803
Station 3,29460.0,5551.998540957578,-3.381724378398841,0.4110816018398252
