Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
134470.0000,1.4144748835e+03,1.3997411747e+03,-9.0662231369e+02,-5.7291342669e-01,1.0730746478e+00,6.6667476773e-01
134480.0000,1.4087167353e+03,1.4104456112e+03,-8.9993650927e+02,-5.7871273771e-01,1.0678053814e+00,6.7048193771e-01
134490.0000,1.4029006985e+03,1.4210971375e+03,-8.9321275880e+02,-5.8449113366e-01,1.0624926455e+00,6.7426394988e-01
134500.0000,1.3970269832e+03,1.4316953198e+03,-8.8645131465e+02,-5.9024838243e-01,1.0571366253e+00,6.7802064701e-01
134510.0000,1.3910958021e+03,1.4422397263e+03,-8.7965243076e+02,-5.9598425254e-01,1.0517375081e+00,6.8175187271e-01
134520.0000,1.3851073701e+03,1.4527299270e+03,-8.7281636262e+02,-6.0169851312e-01,1.0462954825e+00,6.8545747142e-01
134530.0000,1.3790619046e+03,1.4631654936e+03,-8.6594336727e+02,-6.0739093396e-01,1.0408107391e+00,6.8913728843e-01
134540.0000,1.3729596250e+03,1.4735460000e+03,-8.5903370330e+02,-6.1306128548e-01,1.0352834702e+00,6.9279116988e-01
134550.0000,1.3668007532e+03,1.4838710219e+03,-8.5208763082e+02,-6.1870933875e-01,1.0297138699e+00,6.9641896277e-01
134560.0000,1.3605855133e+03,1.4941401369e+03,-8.4510541150e+02,-6.2433486553e-01,1.0241021339e+00,7.0002051496e-01
134570.0000,1.3543141317e+03,1.5043529247e+03,-8.3808730848e+02,-6.2993763822e-01,1.0184484596e+00,7.0359567517e-01
134580.0000,1.3479868371e+03,1.5145089670e+03,-8.3103358645e+02,-6.3551742991e-01,1.0127530463e+00,7.0714429300e-01
134590.0000,1.3416038605e+03,1.5246078472e+03,-8.2394451158e+02,-6.4107401440e-01,1.0070160948e+00,7.1066621894e-01
134600.0000,1.3351654349e+03,1.5346491511e+03,-8.1682035153e+02,-6.4660716617e-01,1.0012378077e+00,7.1416130437e-01
134610.0000,1.3286717960e+03,1.5446324662e+03,-8.0966137545e+02,-6.5211666040e-01,9.9541838930e-01,7.1762940155e-01
134620.0000,1.3221231813e+03,1.5545573824e+03,-8.0246785396e+02,-6.5760227301e-01,9.8955804568e-01,7.2107036366e-01
134630.0000,1.3155198309e+03,1.5644234914e+03,-7.9524005913e+02,-6.6306378062e-01,9.8365698448e-01,7.2448404477e-01
134640.0000,1.3088619868e+03,1.5742303871e+03,-7.8797826450e+02,-6.6850096061e-01,9.7771541511e-01,7.2787029988e-01
134650.0000,1.3021498936e+03,1.5839776654e+03,-7.8068274505e+02,-6.7391359107e-01,9.7173354860e-01,7.3122898490e-01
134660.0000,1.2953837976e+03,1.5936649245e+03,-7.7335377721e+02,-6.7930145088e-01,9.6571159772e-01,7.3455995666e-01
134670.0000,1.2885639479e+03,1.6032917645e+03,-7.6599163881e+02,-6.8466431966e-01,9.5964977686e-01,7.3786307295e-01
134680.0000,1.2816905953e+03,1.6128577879e+03,-7.5859660912e+02,-6.9000197779e-01,9.5354830211e-01,7.4113819248e-01
134690.0000,1.2747639932e+03,1.6223625992e+03,-7.5116896879e+02,-6.9531420645e-01,9.4740739121e-01,7.4438517489e-01
134700.0000,1.2677843968e+03,1.6318058051e+03,-7.4370899991e+02,-7.0060078759e-01,9.4122726354e-01,7.4760388081e-01
134710.0000,1.2607520637e+03,1.6411870145e+03,-7.3621698592e+02,-7.0586150396e-01,9.3500814016e-01,7.5079417180e-01
134720.0000,1.2536672537e+03,1.6505058386e+03,-7.2869321167e+02,-7.1109613913e-01,9.2875024374e-01,7.5395591040e-01
134730.0000,1.2465302286e+03,1.6597618909e+03,-7.2113796335e+02,-7.1630447745e-01,9.2245379862e-01,7.5708896010e-01
134740.0000,1.2393412525e+03,1.6689547868e+03,-7.1355152854e+02,-7.2148630413e-01,9.1611903075e-01,7.6019318539e-01
134750.0000,1.2321005915e+03,1.6780841445e+03,-7.0593419615e+02,-7.2664140520e-01,9.0974616772e-01,7.6326845173e-01
134760.0000,1.2248085141e+03,1.6871495839e+03,-6.9828625644e+02,-7.3176956750e-01,9.0333543872e-01,7.6631462558e-01
134770.0000,1.2174652906e+03,1.6961507277e+03,-6.9060800100e+02,-7.3687057876e-01,8.9688707458e-01,7.6933157438e-01
134780.0000,1.2100711937e+03,1.7050872007e+03,-6.8289972276e+02,-7.4194422755e-01,8.9040130772e-01,7.7231916657e-01
134790.0000,1.2026264979e+03,1.7139586300e+03,-6.7516171594e+02,-7.4699030330e-01,8.8387837217e-01,7.7527727163e-01
134800.0000,1.1951314802e+03,1.7227646450e+03,-6.6739427604e+02,-7.5200859633e-01,8.7731850356e-01,7.7820576001e-01
134810.0000,1.1875864193e+03,1.7315048777e+03,-6.5959769989e+02,-7.5699889784e-01,8.7072193910e-01,7.8110450322e-01
134820.0000,1.1799915962e+03,1.7401789623e+03,-6.5177228555e+02,-7.6196099990e-01,8.6408891759e-01,7.8397337376e-01
134830.0000,1.1723472940e+03,1.7487865353e+03,-6.4391833241e+02,-7.6689469551e-01,8.5741967942e-01,7.8681224519e-01
134840.0000,1.1646537977e+03,1.7573272359e+03,-6.3603614106e+02,-7.7179977858e-01,8.5071446653e-01,7.8962099208e-01
134850.0000,1.1569113945e+03,1.7658007056e+03,-6.2812601339e+02,-7.7667604392e-01,8.4397352243e-01,7.9239949008e-01
134860.0000,1.1491203736e+03,1.7742065881e+03,-6.2018825250e+02,-7.8152328727e-01,8.3719709220e-01,7.9514761587e-01
134870.0000,1.1412810262e+03,1.7825445299e+03,-6.1222316273e+02,-7.8634130533e-01,8.3038542245e-01,7.9786524717e-01
134880.0000,1.1333936455e+03,1.7908141799e+03,-6.0423104961e+02,-7.9112989572e-01,8.2353876136e-01,8.0055226280e-01
134890.0000,1.1254585270e+03,1.7990151894e+03,-5.9621221992e+02,-7.9588885702e-01,8.1665735863e-01,8.0320854261e-01
134900.0000,1.1174759678e+03,1.8071472121e+03,-5.8816698160e+02,-8.0061798878e-01,8.0974146549e-01,8.0583396755e-01
134910.0000,1.1094462673e+03,1.8152099045e+03,-5.8009564380e+02,-8.0531709151e-01,8.0279133470e-01,8.0842841963e-01
134920.0000,1.1013697267e+03,1.8232029255e+03,-5.7199851683e+02,-8.0998596672e-01,7.9580722053e-01,8.1099178197e-01
134930.0000,1.0932466494e+03,1.8311259365e+03,-5.6387591217e+02,-8.1462441688e-01,7.8878937878e-01,8.1352393876e-01
134940.0000,1.0850773404e+03,1.8389786015e+03,-5.5572814244e+02,-8.1923224548e-01,7.8173806673e-01,8.1602477529e-01
134950.0000,1.0768621072e+03,1.8467605871e+03,-5.4755552143e+02,-8.2380925702e-01,7.7465354317e-01,8.1849417797e-01
134960.0000,1.0686012587e+03,1.8544715625e+03,-5.3935836403e+02,-8.2835525698e-01,7.6753606836e-01,8.2093203430e-01
134970.0000,1.0602951060e+03,1.8621111995e+03,-5.3113698627e+02,-8.3287005190e-01,7.6038590407e-01,8.2333823290e-01
134980.0000,1.0519439623e+03,1.8696791725e+03,-5.2289170527e+02,-8.3735344934e-01,7.5320331351e-01,8.2571266351e-01
134990.0000,1.0435481424e+03,1.8771751586e+03,-5.1462283927e+02,-8.4180525790e-01,7.4598856138e-01,8.2805521700e-01
135000.0000,1.0351079631e+03,1.8845988375e+03,-5.0633070757e+02,-8.4622528722e-01,7.3874191383e-01,8.3036578538e-01
135010.0000,1.0266237432e+03,1.8919498915e+03,-4.9801563056e+02,-8.5061334801e-01,7.3146363847e-01,8.3264426178e-01
135020.0000,1.0180958034e+03,1.8992280057e+03,-4.8967792968e+02,-8.5496925205e-01,7.2415400433e-01,8.3489054048e-01
135030.0000,1.0095244660e+03,1.9064328680e+03,-4.8131792745e+02,-8.5929281218e-01,7.1681328191e-01,8.3710451691e-01
135040.0000,1.0009100556e+03,1.9135641687e+03,-4.7293594740e+02,-8.6358384233e-01,7.0944174310e-01,8.3928608765e-01
135050.0000,9.9225289830e+02,1.9206216011e+03,-4.6453231409e+02,-8.6784215753e-01,7.0203966123e-01,8.4143515046e-01
135060.0000,9.8355332217e+02,1.9276048611e+03,-4.5610735311e+02,-8.7206757390e-01,6.9460731106e-01,8.4355160424e-01
135070.0000,9.7481165713e+02,1.9345136474e+03,-4.4766139106e+02,-8.7625990868e-01,6.8714496871e-01,8.4563534907e-01
135080.0000,9.6602823489e+02,1.9413476614e+03,-4.3919475550e+02,-8.8041898021e-01,6.7965291173e-01,8.4768628622e-01
135090.0000,9.5720338900e+02,1.9481066075e+03,-4.3070777502e+02,-8.8454460797e-01,6.7213141905e-01,8.4970431811e-01
135100.0000,9.4833745479e+02,1.9547901926e+03,-4.2220077913e+02,-8.8863661258e-01,6.6458077097e-01,8.5168934839e-01
135110.0000,9.3943076938e+02,1.9613981266e+03,-4.1367409835e+02,-8.9269481578e-01,6.5700124916e-01,8.5364128187e-01
135120.0000,9.3048367168e+02,1.9679301222e+03,-4.0512806410e+02,-8.9671904049e-01,6.4939313666e-01,8.5556002457e-01
135130.0000,9.2149650236e+02,1.9743858949e+03,-3.9656300876e+02,-9.0070911076e-01,6.4175671786e-01,8.5744548372e-01
135140.0000,9.1246960384e+02,1.9807651631e+03,-3.8797926564e+02,-9.0466485184e-01,6.3409227850e-01,8.5929756774e-01
135150.0000,9.0340332031e+02,1.9870676480e+03,-3.7937716895e+02,-9.0858609014e-01,6.2640010565e-01,8.6111618630e-01
135160.0000,8.9429799762e+02,1.9932930738e+03,-3.7075705376e+02,-9.1247265325e-01,6.1868048771e-01,8.6290125024e-01
135170.0000,8.8515398339e+02,1.9994411673e+03,-3.6211925608e+02,-9.1632436996e-01,6.1093371441e-01,8.6465267168e-01
135180.0000,8.7597162694e+02,2.0055116585e+03,-3.5346411276e+02,-9.2014107026e-01,6.0316007676e-01,8.6637036393e-01
135190.0000,8.6675127927e+02,2.0115042802e+03,-3.4479196152e+02,-9.2392258536e-01,5.9535986711e-01,8.6805424155e-01
135200.0000,8.5749329308e+02,2.0174187682e+03,-3.3610314092e+02,-9.2766874767e-01,5.8753337907e-01,8.6970422034e-01
135210.0000,8.4819802272e+02,2.0232548612e+03,-3.2739799038e+02,-9.3137939085e-01,5.7968090757e-01,8.7132021735e-01
135220.0000,8.3886582421e+02,2.0290123008e+03,-3.1867685012e+02,-9.3505434978e-01,5.7180274876e-01,8.7290215087e-01
135230.0000,8.2949705521e+02,2.0346908315e+03,-3.0994006118e+02,-9.3869346057e-01,5.6389920011e-01,8.7444994047e-01
135240.0000,8.2009207503e+02,2.0402902011e+03,-3.0118796539e+02,-9.4229656061e-01,5.5597056031e-01,8.7596350695e-01
135250.0000,8.1065124457e+02,2.0458101601e+03,-2.9242090537e+02,-9.4586348854e-01,5.4801712932e-01,8.7744277239e-01
135260.0000,8.0117492635e+02,2.0512504621e+03,-2.8363922453e+02,-9.4939408425e-01,5.4003920830e-01,8.7888766016e-01
135270.0000,7.9166348451e+02,2.0566108636e+03,-2.7484326701e+02,-9.5288818893e-01,5.3203709969e-01,8.8029809487e-01
135280.0000,7.8211728472e+02,2.0618911244e+03,-2.6603337771e+02,-9.5634564505e-01,5.2401110710e-01,8.8167400244e-01
135290.0000,7.7253669427e+02,2.0670910071e+03,-2.5720990228e+02,-9.5976629636e-01,5.1596153537e-01,8.8301531007e-01
135300.0000,7.6292208198e+02,2.0722102775e+03,-2.4837318708e+02,-9.6314998792e-01,5.0788869055e-01,8.8432194625e-01
135310.0000,7.5327381821e+02,2.0772487044e+03,-2.3952357916e+02,-9.6649656610e-01,4.9979287984e-01,8.8559384075e-01
135320.0000,7.4359227487e+02,2.0822060596e+03,-2.3066142629e+02,-9.6980587857e-01,4.9167441165e-01,8.8683092467e-01
135330.0000,7.3387782537e+02,2.0870821181e+03,-2.2178707693e+02,-9.7307777435e-01,4.8353359556e-01,8.8803313039e-01
135340.0000,7.2413084462e+02,2.0918766581e+03,-2.1290088017e+02,-9.7631210377e-01,4.7537074230e-01,8.8920039162e-01
135350.0000,7.1435170902e+02,2.0965894606e+03,-2.0400318580e+02,-9.7950871852e-01,4.6718616373e-01,8.9033264337e-01
135360.0000,7.0454079648e+02,2.1012203100e+03,-1.9509434423e+02,-9.8266747163e-01,4.5898017288e-01,8.9142982198e-01
135370.0000,6.9469848631e+02,2.1057689938e+03,-1.8617470650e+02,-9.8578821747e-01,4.5075308389e-01,8.9249186510e-01
135380.0000,6.8482515934e+02,2.1102353025e+03,-1.7724462427e+02,-9.8887081181e-01,4.4250521202e-01,8.9351871173e-01
135390.0000,6.7492119777e+02,2.1146190299e+03,-1.6830444980e+02,-9.9191511175e-01,4.3423687364e-01,8.9451030219e-01
135400.0000,6.6498698526e+02,2.1189199728e+03,-1.5935453596e+02,-9.9492097581e-01,4.2594838622e-01,8.9546657813e-01
135410.0000,6.5502290688e+02,2.1231379315e+03,-1.5039523617e+02,-9.9788826387e-01,4.1764006831e-01,8.9638748257e-01
135420.0000,6.4502934907e+02,2.1272727092e+03,-1.4142690442e+02,-1.0008168372e+00,4.0931223953e-01,8.9727295985e-01
135430.0000,6.3500669966e+02,2.1313241124e+03,-1.3244989525e+02,-1.0037065585e+00,4.0096522058e-01,8.9812295568e-01
135440.0000,6.2495534787e+02,2.1352919508e+03,-1.2346456376e+02,-1.0065572919e+00,3.9259933320e-01,8.9893741711e-01
135450.0000,6.1487568423e+02,2.1391760372e+03,-1.1447126553e+02,-1.0093689029e+00,3.8421490018e-01,8.9971629255e-01
135460.0000,6.0476810064e+02,2.1429761880e+03,-1.0547035668e+02,-1.0121412585e+00,3.7581224535e-01,9.0045953180e-01
135470.0000,5.9463299031e+02,2.1466922224e+03,-9.6462193823e+01,-1.0148742269e+00,3.6739169354e-01,9.0116708600e-01
135480.0000,5.8447074777e+02,2.1503239632e+03,-8.7447134045e+01,-1.0175676781e+00,3.5895357060e-01,9.0183890767e-01
135490.0000,5.7428176885e+02,2.1538712363e+03,-7.8425534907e+01,-1.0202214833e+00,3.5049820339e-01,9.0247495072e-01
135500.0000,5.6406645065e+02,2.1573338708e+03,-6.9397754426e+01,-1.0228355152e+00,3.4202591973e-01,9.0307517043e-01
135510.0000,5.5382519154e+02,2.1607116994e+03,-6.0364151049e+01,-1.0254096481e+00,3.3353704846e-01,9.0363952346e-01
135520.0000,5.4355839110e+02,2.1640045576e+03,-5.1325083651e+01,-1.0279437575e+00,3.2503191934e-01,9.0416796787e-01
135530.0000,5.3326645020e+02,2.1672122846e+03,-4.2280911522e+01,-1.0304377207e+00,3.1651086311e-01,9.0466046311e-01
135540.0000,5.2294977091e+02,2.1703347229e+03,-3.3231994350e+01,-1.0328914162e+00,3.0797421144e-01,9.0511697003e-01
135550.0000,5.1260875650e+02,2.1733717180e+03,-2.4178692208e+01,-1.0353047242e+00,2.9942229694e-01,9.0553745087e-01
135560.0000,5.0224381145e+02,2.1763231190e+03,-1.5121365541e+01,-1.0376775264e+00,2.9085545314e-01,9.0592186930e-01
135570.0000,4.9185534139e+02,2.1791887784e+03,-6.0603751472e+00,-1.0400097057e+00,2.8227401446e-01,9.0627019037e-01
135580.0000,4.8144375313e+02,2.1819685518e+03,3.0039178303e+00,-1.0423011469e+00,2.7367831623e-01,9.0658238056e-01
135590.0000,4.7100945462e+02,2.1846622983e+03,1.2071151921e+01,-1.0445517362e+00,2.6506869466e-01,9.0685840776e-01
135600.0000,4.6055285495e+02,2.1872698804e+03,2.1140965341e+01,-1.0467613612e+00,2.5644548683e-01,9.0709824129e-01
135610.0000,4.5007436431e+02,2.1897911639e+03,3.0212996006e+01,-1.0489299112e+00,2.4780903067e-01,9.0730185187e-01
135620.0000,4.3957439399e+02,2.1922260180e+03,3.9286881546e+01,-1.0510572770e+00,2.3915966497e-01,9.0746921168e-01
135630.0000,4.2905335640e+02,2.1945743153e+03,4.8362259320e+01,-1.0531433509e+00,2.3049772935e-01,9.0760029431e-01
135640.0000,4.1851166496e+02,2.1968359318e+03,5.7438766429e+01,-1.0551880268e+00,2.2182356425e-01,9.0769507478e-01
135650.0000,4.0794973419e+02,2.1990107469e+03,6.6516039734e+01,-1.0571912001e+00,2.1313751093e-01,9.0775352958e-01
135660.0000,3.9736797963e+02,2.2010986435e+03,7.5593715865e+01,-1.0591527679e+00,2.0443991143e-01,9.0777563659e-01
135670.0000,3.8676681785e+02,2.2030995078e+03,8.4671431240e+01,-1.0610726288e+00,1.9573110858e-01,9.0776137519e-01
135680.0000,3.7614666641e+02,2.2050132294e+03,9.3748822078e+01,-1.0629506830e+00,1.8701144600e-01,9.0771072616e-01
135690.0000,3.6550794388e+02,2.2068397016e+03,1.0282552441e+02,-1.0647868322e+00,1.7828126804e-01,9.0762367177e-01
135700.0000,3.5485106978e+02,2.2085788209e+03,1.1190117411e+02,-1.0665809799e+00,1.6954091983e-01,9.0750019572e-01
135710.0000,3.4417646461e+02,2.2102304873e+03,1.2097540687e+02,-1.0683330311e+00,1.6079074720e-01,9.0734028318e-01
135720.0000,3.3348454981e+02,2.2117946043e+03,1.3004785826e+02,-1.0700428923e+00,1.5203109674e-01,9.0714392078e-01
135730.0000,3.2277574773e+02,2.2132710789e+03,1.3911816373e+02,-1.0717104718e+00,1.4326231570e-01,9.0691109659e-01
135740.0000,3.1205048164e+02,2.2146598214e+03,1.4818595861e+02,-1.0733356795e+00,1.3448475207e-01,9.0664180020e-01
135750.0000,3.0130917571e+02,2.2159607459e+03,1.5725087812e+02,-1.0749184267e+00,1.2569875450e-01,9.0633602261e-01
135760.0000,2.9055225496e+02,2.2171737696e+03,1.6631255742e+02,-1.0764586267e+00,1.1690467232e-01,9.0599375633e-01
135770.0000,2.7978014531e+02,2.2182988136e+03,1.7537063159e+02,-1.0779561942e+00,1.0810285549e-01,9.0561499534e-01
135780.0000,2.6899327349e+02,2.2193358022e+03,1.8442473566e+02,-1.0794110456e+00,9.9293654652e-02,9.0519973509e-01
135790.0000,2.5819206707e+02,2.2202846633e+03,1.9347450461e+02,-1.0808230990e+00,9.0477421044e-02,9.0474797252e-01
135800.0000,2.4737695444e+02,2.2211453283e+03,2.0251957343e+02,-1.0821922742e+00,8.1654506535e-02,9.0425970605e-01
135810.0000,2.3654836477e+02,2.2219177323e+03,2.1155957706e+02,-1.0835184925e+00,7.2825263591e-02,9.0373493558e-01
135820.0000,2.2570672801e+02,2.2226018136e+03,2.2059415047e+02,-1.0848016771e+00,6.3990045267e-02,9.0317366251e-01
135830.0000,2.1485247489e+02,2.2231975144e+03,2.2962292865e+02,-1.0860417527e+00,5.5149205194e-02,9.0257588973e-01
135840.0000,2.0398603686e+02,2.2237047801e+03,2.3864554662e+02,-1.0872386458e+00,4.6303097561e-02,9.0194162161e-01
135850.0000,1.9310784612e+02,2.2241235599e+03,2.4766163946e+02,-1.0883922846e+00,3.7452077104e-02,9.0127086404e-01
135860.0000,1.8221833557e+02,2.2244538064e+03,2.5667084230e+02,-1.0895025988e+00,2.8596499093e-02,9.0056362439e-01
135870.0000,1.7131793879e+02,2.2246954759e+03,2.6567279037e+02,-1.0905695201e+00,1.9736719319e-02,8.9981991153e-01
135880.0000,1.6040709003e+02,2.2248485280e+03,2.7466711899e+02,-1.0915929818e+00,1.0873094080e-02,8.9903973585e-01
135890.0000,1.4948622423e+02,2.2249129261e+03,2.8365346359e+02,-1.0925729188e+00,2.0059801595e-03,8.9822310924e-01
135900.0000,1.3855577695e+02,2.2248886371e+03,2.9263145972e+02,-1.0935092678e+00,-6.8642651779e-03,8.9737004508e-01
135910.0000,1.2761618437e+02,2.2247756316e+03,3.0160074308e+02,-1.0944019673e+00,-1.5737284207e-02,8.9648055828e-01
135920.0000,1.1666788330e+02,2.2245738834e+03,3.1056094953e+02,-1.0952509576e+00,-2.4612718754e-02,8.9555466526e-01
135930.0000,1.0571131112e+02,2.2242833703e+03,3.1951171509e+02,-1.0960561804e+00,-3.3490210211e-02,8.9459238394e-01
135940.0000,9.4746905772e+01,2.2239040735e+03,3.2845267598e+02,-1.0968175795e+00,-4.2369399550e-02,8.9359373377e-01
135950.0000,8.3775105784e+01,2.2234359779e+03,3.3738346861e+02,-1.0975351004e+00,-5.1249927340e-02,8.9255873570e-01
135960.0000,7.2796350199e+01,2.2228790717e+03,3.4630372961e+02,-1.0982086901e+00,-6.0131433758e-02,8.9148741223e-01
135970.0000,6.1811078586e+01,2.2222333471e+03,3.5521309585e+02,-1.0988382976e+00,-6.9013558606e-02,8.9037978733e-01
135980.0000,5.0819731013e+01,2.2214987997e+03,3.6411120443e+02,-1.0994238737e+00,-7.7895941325e-02,8.8923588655e-01
135990.0000,3.9822748035e+01,2.2206754286e+03,3.7299769275e+02,-1.0999653708e+00,-8.6778221010e-02,8.8805573692e-01
136000.0000,2.8820570672e+01,2.2197632368e+03,3.8187219844e+02,-1.1004627432e+00,-9.5660036424e-02,8.8683936701e-01
136010.0000,1.7813640393e+01,2.2187622306e+03,3.9073435945e+02,-1.1009159469e+00,-1.0454102602e-01,8.8558680693e-01
136020.0000,6.8023990971e+00,2.2176724202e+03,3.9958381405e+02,-1.1013249397e+00,-1.1342082793e-01,8.8429808829e-01
136030.0000,-4.2127109026e+00,2.2164938192e+03,4.0842020080e+02,-1.1016896814e+00,-1.2229908002e-01,8.8297324425e-01
136040.0000,-1.5231246899e+01,2.2152264449e+03,4.1724315863e+02,-1.1020101332e+00,-1.3117541989e-01,8.8161230949e-01
136050.0000,-2.6252765810e+01,2.2138703184e+03,4.2605232681e+02,-1.1022862584e+00,-1.4004948486e-01,8.8021532023e-01
136060.0000,-3.7276824191e+01,2.2124254641e+03,4.3484734498e+02,-1.1025180221e+00,-1.4892091201e-01,8.7878231422e-01
136070.0000,-4.8302978261e+01,2.2108919102e+03,4.4362785317e+02,-1.1027053911e+00,-1.5778933823e-01,8.7731333074e-01
136080.0000,-5.9330783914e+01,2.2092696886e+03,4.5239349181e+02,-1.1028483340e+00,-1.6665440016e-01,8.7580841059e-01
136090.0000,-7.0359796741e+01,2.2075588347e+03,4.6114390174e+02,-1.1029468214e+00,-1.7551573426e-01,8.7426759615e-01
136100.0000,-8.1389572046e+01,2.2057593876e+03,4.6987872423e+02,-1.1030008255e+00,-1.8437297681e-01,8.7269093128e-01
136110.0000,-9.2419664867e+01,2.2038713901e+03,4.7859760101e+02,-1.1030103204e+00,-1.9322576393e-01,8.7107846142e-01
136120.0000,-1.0344962999e+02,2.2018948885e+03,4.8730017427e+02,-1.1029752822e+00,-2.0207373159e-01,8.6943023352e-01
136130.0000,-1.1447902197e+02,2.1998299328e+03,4.9598608665e+02,-1.1028956886e+00,-2.1091651561e-01,8.6774629609e-01
136140.0000,-1.2550739516e+02,2.1976765767e+03,5.0465498132e+02,-1.1027715193e+00,-2.1975375173e-01,8.6602669915e-01
136150.0000,-1.3653430370e+02,2.1954348775e+03,5.1330650194e+02,-1.1026027557e+00,-2.2858507555e-01,8.6427149429e-01
136160.0000,-1.4755930157e+02,2.1931048962e+03,5.2194029269e+02,-1.1023893812e+00,-2.3741012261e-01,8.6248073463e-01
136170.0000,-1.5858194258e+02,2.1906866972e+03,5.3055599830e+02,-1.1021313811e+00,-2.4622852837e-01,8.6065447481e-01
136180.0000,-1.6960178040e+02,2.1881803489e+03,5.3915326404e+02,-1.1018287422e+00,-2.5503992824e-01,8.5879277103e-01
136190.0000,-1.8061836861e+02,2.1855859231e+03,5.4773173576e+02,-1.1014814537e+00,-2.6384395759e-01,8.5689568102e-01
136200.0000,-1.9163126064e+02,2.1829034954e+03,5.5629105990e+02,-1.1010895062e+00,-2.7264025177e-01,8.5496326405e-01
136210.0000,-2.0264000986e+02,2.1801331450e+03,5.6483088349e+02,-1.1006528923e+00,-2.8142844613e-01,8.5299558094e-01
136220.0000,-2.1364416959e+02,2.1772749546e+03,5.7335085417e+02,-1.1001716067e+00,-2.9020817602e-01,8.5099269404e-01
136230.0000,-2.2464329308e+02,2.1743290109e+03,5.8185062023e+02,-1.0996456456e+00,-2.9897907683e-01,8.4895466724e-01
136240.0000,-2.3563693358e+02,2.1712954037e+03,5.9032983060e+02,-1.0990750074e+00,-3.0774078397e-01,8.4688156597e-01
136250.0000,-2.4662464431e+02,2.1681742270e+03,5.9878813486e+02,-1.0984596923e+00,-3.1649293293e-01,8.4477345721e-01
136260.0000,-2.5760597851e+02,2.1649655781e+03,6.0722518328e+02,-1.0977997021e+00,-3.2523515927e-01,8.4263040945e-01
136270.0000,-2.6858048945e+02,2.1616695581e+03,6.1564062682e+02,-1.0970950410e+00,-3.3396709865e-01,8.4045249274e-01
136280.0000,-2.7954773044e+02,2.1582862717e+03,6.2403411714e+02,-1.0963457146e+00,-3.4268838681e-01,8.3823977868e-01
136290.0000,-2.9050725488e+02,2.1548158271e+03,6.3240530665e+02,-1.0955517308e+00,-3.5139865965e-01,8.3599234037e-01
136300.0000,-3.0145861623e+02,2.1512583364e+03,6.4075384845e+02,-1.0947130990e+00,-3.6009755320e-01,8.3371025247e-01
136310.0000,-3.1240136807e+02,2.1476139152e+03,6.4907939645e+02,-1.0938298308e+00,-3.6878470363e-01,8.3139359118e-01
136320.0000,-3.2333506410e+02,2.1438826827e+03,6.5738160529e+02,-1.0929019397e+00,-3.7745974731e-01,8.2904243422e-01
136330.0000,-3.3425925817e+02,2.1400647618e+03,6.6566013041e+02,-1.0919294409e+00,-3.8612232079e-01,8.2665686084e-01
136340.0000,-3.4517350429e+02,2.1361602790e+03,6.7391462805e+02,-1.0909123516e+00,-3.9477206082e-01,8.2423695184e-01
136350.0000,-3.5607735664e+02,2.1321693645e+03,6.8214475527e+02,-1.0898506911e+00,-4.0340860439e-01,8.2178278953e-01
136360.0000,-3.6697036961e+02,2.1280921521e+03,6.9035016994e+02,-1.0887444802e+00,-4.1203158873e-01,8.1929445777e-01
136370.0000,-3.7785209782e+02,2.1239287791e+03,6.9853053080e+02,-1.0875937419e+00,-4.2064065131e-01,8.1677204195e-01
136380.0000,-3.8872209611e+02,2.1196793867e+03,7.0668549745e+02,-1.0863985012e+00,-4.2923542990e-01,8.1421562895e-01
136390.0000,-3.9957991959e+02,2.1153441193e+03,7.1481473035e+02,-1.0851587849e+00,-4.3781556255e-01,8.1162530722e-01
136400.0000,-4.1042512365e+02,2.1109231254e+03,7.2291789086e+02,-1.0838746215e+00,-4.4638068761e-01,8.0900116671e-01
136410.0000,-4.2125726397e+02,2.1064165568e+03,7.3099464126e+02,-1.0825460418e+00,-4.5493044378e-01,8.0634329890e-01
136420.0000,-4.3207589654e+02,2.1018245690e+03,7.3904464473e+02,-1.0811730782e+00,-4.6346447007e-01,8.0365179678e-01
136430.0000,-4.4288057770e+02,2.0971473211e+03,7.4706756540e+02,-1.0797557653e+00,-4.7198240589e-01,8.0092675489e-01
136440.0000,-4.5367086414e+02,2.0923849758e+03,7.5506306836e+02,-1.0782941395e+00,-4.8048389099e-01,7.9816826924e-01
136450.0000,-4.6444631291e+02,2.0875376994e+03,7.6303081965e+02,-1.0767882391e+00,-4.8896856554e-01,7.9537643739e-01
136460.0000,-4.7520648147e+02,2.0826056618e+03,7.7097048630e+02,-1.0752381043e+00,-4.9743607011e-01,7.9255135841e-01
136470.0000,-4.8595092768e+02,2.0775890365e+03,7.7888173634e+02,-1.0736437773e+00,-5.0588604569e-01,7.8969313286e-01
136480.0000,-4.9667920985e+02,2.0724880006e+03,7.8676423882e+02,-1.0720053023e+00,-5.1431813373e-01,7.8680186283e-01
136490.0000,-5.0739088672e+02,2.0673027347e+03,7.9461766381e+02,-1.0703227253e+00,-5.2273197614e-01,7.8387765191e-01
136500.0000,-5.1808551751e+02,2.0620334231e+03,8.0244168242e+02,-1.0685960942e+00,-5.3112721531e-01,7.8092060518e-01
