0.0000 -3.51549032703351E+03 8.39071631024339E+03 4.12762735255368E+03 -4.35767632217815E+00 -3.35657913876455E+00 3.11189292786990E+00
10.0000 -3.55899651907417E+03 8.35698299746702E+03 4.15866344647555E+03 -4.34353311391846E+00 -3.39006088904465E+00 3.09530517054055E+00
20.0000 -3.60236041082447E+03 8.32291554524195E+03 4.18953304336086E+03 -4.32921635966921E+00 -3.42340680567320E+00 3.07859363228756E+00
30.0000 -3.64558026970296E+03 8.28851531858032E+03 4.22023490876051E+03 -4.31472663627289E+00 -3.45661555445691E+00 3.06175898595937E+00
40.0000 -3.68865436893126E+03 8.25378369580824E+03 4.25076781497851E+03 -4.30006452750659E+00 -3.48968580680092E+00 3.04480190933213E+00
50.0000 -3.73158098760338E+03 8.21872206850955E+03 4.28113054112120E+03 -4.28523062405720E+00 -3.52261623976207E+00 3.02772308508133E+00
60.0000 -3.77435841075461E+03 8.18333184146904E+03 4.31132187314601E+03 -4.27022552349632E+00 -3.55540553610187E+00 3.01052320075321E+00
70.0000 -3.81698492943028E+03 8.14761443261516E+03 4.34134060391009E+03 -4.25504983025492E+00 -3.58805238433922E+00 2.99320294873604E+00
80.0000 -3.85945884075423E+03 8.11157127296215E+03 4.37118553321857E+03 -4.23970415559765E+00 -3.62055547880283E+00 2.97576302623118E+00
90.0000 -3.90177844799700E+03 8.07520380655171E+03 4.40085546787251E+03 -4.22418911759695E+00 -3.65291351968343E+00 2.95820413522390E+00
100.0000 -3.94394206064379E+03 8.03851349039408E+03 4.43034922171665E+03 -4.20850534110689E+00 -3.68512521308572E+00 2.94052698245413E+00
110.0000 -3.98594799446212E+03 8.00150179440869E+03 4.45966561568675E+03 -4.19265345773666E+00 -3.71718927107994E+00 2.92273227938693E+00
120.0000 -4.02779457156930E+03 7.96417020136422E+03 4.48880347785675E+03 -4.17663410582391E+00 -3.74910441175332E+00 2.90482074218278E+00
130.0000 -4.06948012049952E+03 7.92652020681819E+03 4.51776164348552E+03 -4.16044793040773E+00 -3.78086935926118E+00 2.88679309166779E+00
140.0000 -4.11100297627075E+03 7.88855331905599E+03 4.54653895506343E+03 -4.14409558320137E+00 -3.81248284387772E+00 2.86865005330358E+00
150.0000 -4.15236148045137E+03 7.85027105902948E+03 4.57513426235848E+03 -4.12757772256477E+00 -3.84394360204660E+00 2.85039235715709E+00
160.0000 -4.19355398122648E+03 7.81167496029503E+03 4.60354642246226E+03 -4.11089501347678E+00 -3.87525037643124E+00 2.83202073787021E+00
170.0000 -4.23457883346391E+03 7.77276656895106E+03 4.63177429983553E+03 -4.09404812750706E+00 -3.90640191596478E+00 2.81353593462915E+00
180.0000 -4.27543439878006E+03 7.73354744357511E+03 4.65981676635350E+03 -4.07703774278786E+00 -3.93739697589981E+00 2.79493869113375E+00
190.0000 -4.31611904560533E+03 7.69401915516037E+03 4.68767270135081E+03 -4.05986454398540E+00 -3.96823431785781E+00 2.77622975556650E+00
200.0000 -4.35663114924934E+03 7.65418328705180E+03 4.71534099166621E+03 -4.04252922227111E+00 -3.99891270987830E+00 2.75740988056151E+00
210.0000 -4.39696909196582E+03 7.61404143488163E+03 4.74282053168694E+03 -4.02503247529251E+00 -4.02943092646767E+00 2.73847982317322E+00
220.0000 -4.43713126301724E+03 7.57359520650453E+03 4.77011022339272E+03 -4.00737500714394E+00 -4.05978774864778E+00 2.71944034484498E+00
230.0000 -4.47711605873913E+03 7.53284622193216E+03 4.79720897639956E+03 -3.98955752833697E+00 -4.08998196400422E+00 2.70029221137745E+00
240.0000 -4.51692188260408E+03 7.49179611326728E+03 4.82411570800309E+03 -3.97158075577058E+00 -4.12001236673433E+00 2.68103619289687E+00
250.0000 -4.55654714528549E+03 7.45044652463745E+03 4.85082934322171E+03 -3.95344541270108E+00 -4.14987775769486E+00 2.66167306382310E+00
260.0000 -4.59599026472100E+03 7.40879911212815E+03 4.87734881483937E+03 -3.93515222871182E+00 -4.17957694444936E+00 2.64220360283758E+00
270.0000 -4.63524966617557E+03 7.36685554371551E+03 4.90367306344800E+03 -3.91670193968263E+00 -4.20910874131534E+00 2.62262859285108E+00
280.0000 -4.67432378230431E+03 7.32461749919851E+03 4.92980103748962E+03 -3.89809528775900E+00 -4.23847196941100E+00 2.60294882097128E+00
